id,name,full_name,team,position,cost,total_points,minutes,goals,assists,clean_sheets,yellow_cards,red_cards,chance_of_playing_next_round,news,status,form,selected_by_percent,transfers_in,transfers_out,games_played,bonus_points,influence,creativity,threat,ict_index
111,Pinnock,Ethan Pinnock,Brentford,2,4.3,4,228,0,0,0,1,0,100.0,,a,1.0,0.1,6473,20198,3,0,60.8,1.1,12.0,7.4
112,Roerslev,Mads Roerslev Rasmussen,Brentford,2,4.5,0,0,0,0,0,0,0,0.0,Has joined Southampton permanently.,u,0.0,0.0,211,3792,0,0,0.0,0.0,0.0,0.0
113,Van den Berg,Sepp van den Berg,Brentford,2,4.5,40,1260,0,0,2,0,0,,,a,2.0,0.7,99225,78479,14,0,280.6,27.8,165.0,47.5
114,Arthur,Benjamin Arthur,Brentford,2,3.9,0,0,0,0,0,0,0,100.0,,a,0.0,0.2,9845,22492,0,0,0.0,0.0,0.0,0.0
115,Fredrick,Benjamin Fredrick,Brentford,2,4.0,0,0,0,0,0,0,0,0.0,has joined Dender on loan for the rest of the season.,u,0.0,0.1,2020,12851,0,0,0.0,0.0,0.0,0.0
116,Hickey,Aaron Hickey,Brentford,2,4.0,17,336,0,0,1,1,0,100.0,,a,2.8,0.4,23909,35764,4,0,45.6,7.9,35.0,8.9
117,Ji-soo,Kim Ji-soo,Brentford,2,3.9,0,0,0,0,0,0,0,0.0,has joined Kaiserslautern on loan for the rest of the season.,u,0.0,0.1,4108,13819,0,0,0.0,0.0,0.0,0.0
118,Meghoma,Jayden Meghoma,Brentford,2,4.0,0,0,0,0,0,0,0,0.0,Has joined Rangers on loan for the rest of the season.,u,0.0,0.0,279,10254,0,0,0.0,0.0,0.0,0.0
120,Schade,Kevin Schade,Brentford,3,7.0,46,1143,3,2,3,4,0,100.0,,a,3.5,1.1,222564,135805,13,2,222.2,191.4,304.0,71.9
121,Damsgaard,Mikkel Damsgaard,Brentford,3,5.8,40,913,1,1,2,0,0,,,a,2.2,0.6,64085,114021,11,3,202.6,307.8,108.0,61.9
122,Milambo,Antoni Milambo,Brentford,3,5.2,1,45,0,0,0,0,0,0.0,Knee injury - Expected back 01 Jun,i,0.0,0.0,1856,6460,1,0,4.0,1.8,0.0,0.6
123,Carvalho,Fábio Freitas Gouveia Carvalho,Brentford,3,4.8,13,100,1,0,0,0,0,0.0,Anterior cruciate ligament - Unknown return date,i,0.0,0.2,26936,45124,1,1,39.0,6.5,36.0,8.1
124,Henderson,Jordan Henderson,Brentford,3,5.0,40,1038,0,3,3,3,0,,,a,3.2,0.4,54797,48040,12,3,174.2,198.2,17.0,38.8
125,Janelt,Vitaly Janelt,Brentford,3,4.9,12,215,0,0,0,1,0,100.0,,a,0.8,0.0,1200,2041,1,0,31.8,54.2,25.0,10.9
126,Jensen,Mathias Jensen,Brentford,3,4.9,26,368,2,0,0,0,0,,,a,1.5,0.1,7683,10359,4,0,117.0,77.2,42.0,23.6
127,Nunes,Gustavo Nunes Fernandes Gomes,Brentford,3,4.9,0,0,0,0,0,0,0,100.0,,a,0.0,0.0,658,1156,0,0,0.0,0.0,0.0,0.0
128,Onyeka,Frank Onyeka,Brentford,3,4.8,12,88,0,2,0,0,0,,,a,0.0,0.1,4867,6941,0,0,28.4,13.6,4.0,4.6
129,Yarmoliuk,Yehor Yarmoliuk,Brentford,3,5.0,37,1042,0,1,2,2,0,100.0,,a,2.0,0.1,11131,10762,13,0,149.2,105.2,45.0,29.8
130,Donovan,Romelle Donovan,Brentford,3,4.4,0,0,0,0,0,0,0,,,a,0.0,0.1,9769,12901,0,0,0.0,0.0,0.0,0.0
131,Konak,Yunus Emre Konak,Brentford,3,4.3,0,0,0,0,0,0,0,,,a,0.0,0.2,25486,26172,0,0,0.0,0.0,0.0,0.0
132,Maghoma,Paris Maghoma,Brentford,3,4.5,0,0,0,0,0,0,0,100.0,,a,0.0,0.0,1096,2598,0,0,0.0,0.0,0.0,0.0
133,Peart-Harris,Myles Peart-Harris,Brentford,3,4.4,0,0,0,0,0,0,0,,,a,0.0,0.0,2883,4388,0,0,0.0,0.0,0.0,0.0
134,Trevitt,Ryan Trevitt,Brentford,3,4.5,0,0,0,0,0,0,0,0.0,Has joined Wigan on loan for the rest of the season,u,0.0,0.0,0,885,0,0,0.0,0.0,0.0,0.0
136,Thiago,Igor Thiago Nascimento Rodrigues,Brentford,4,6.7,78,1131,11,0,2,3,0,,,a,7.8,24.2,3387788,529148,13,12,458.6,116.5,477.0,105.2
137,Morgan,Iwan Morgan,Brentford,4,4.4,0,0,0,0,0,0,0,,,a,0.0,0.4,42890,59275,0,0,0.0,0.0,0.0,0.0
748,Dasilva,Josh Dasilva,Brentford,3,5.0,0,0,0,0,0,0,0,0.0,Knee injury - Expected back 01 Jan,i,0.0,0.0,97,106,0,0,0.0,0.0,0.0,0.0
138,Steele,Jason Steele,Brighton,1,4.3,0,0,0,0,0,0,0,,,a,0.0,0.3,6637,31962,0,0,0.0,0.0,0.0,0.0
139,Verbruggen,Bart Verbruggen,Brighton,1,4.4,41,1260,0,0,3,2,0,,,a,5.2,4.6,235606,511636,14,0,343.0,10.0,0.0,35.2
140,McGill,Tom McGill,Brighton,1,4.0,0,0,0,0,0,0,0,,,a,0.0,0.3,11306,19951,0,0,0.0,0.0,0.0,0.0
141,Rushworth,Carl Rushworth,Brighton,1,4.0,0,0,0,0,0,0,0,0.0,Has joined Coventry City on loan for the rest of the season.,u,0.0,0.0,0,218,0,0,0.0,0.0,0.0,0.0
142,Scherpen,Kjell Scherpen,Brighton,1,4.0,0,0,0,0,0,0,0,0.0,Has joined Union SG permanently,u,0.0,0.0,0,182,0,0,0.0,0.0,0.0,0.0
143,Boscagli,Olivier Boscagli,Brighton,2,4.2,0,45,0,0,0,1,0,,,a,0.0,0.1,2744,9667,1,0,12.8,1.0,0.0,1.4
144,Coppola,Diego Coppola,Brighton,2,4.3,3,17,0,0,0,0,0,,,a,0.0,0.1,1561,5933,0,0,7.8,0.1,0.0,0.8
145,De Cuyper,Maxim De Cuyper,Brighton,2,4.3,32,629,2,0,1,1,0,100.0,,a,4.2,1.8,94605,543403,7,4,151.6,187.9,101.0,44.1
146,Dunk,Lewis Dunk,Brighton,2,4.5,36,1215,0,1,3,3,0,,,a,3.2,1.2,95232,112756,13,0,221.6,27.2,55.0,30.5
147,Estupiñan,Pervis Estupiñán Tenorio,Brighton,2,4.5,0,0,0,0,0,0,0,0.0,Has joined AC Milan permanently,u,0.0,0.0,0,1915,0,0,0.0,0.0,0.0,0.0
148,F.Kadıoğlu,Ferdi Kadıoğlu,Brighton,2,4.4,32,980,0,0,3,3,0,,,a,4.0,0.2,22915,22148,10,1,149.2,85.2,71.0,30.7
150,Lamptey,Tariq Lamptey,Brighton,2,4.4,0,0,0,0,0,0,0,0.0,has joined Fiorentina permanently.,u,0.0,0.1,2778,37148,0,0,0.0,0.0,0.0,0.0
151,Van Hecke,Jan Paul van Hecke,Brighton,2,4.4,60,1260,3,0,3,3,0,,,a,6.2,1.9,207373,117269,14,4,430.6,47.9,168.0,64.8
152,Veltman,Joël Veltman,Brighton,2,4.3,10,358,0,0,0,3,0,100.0,,a,0.8,0.1,7882,24443,4,0,79.4,21.1,6.0,10.8
153,Webster,Adam Webster,Brighton,2,4.4,0,0,0,0,0,0,0,0.0,Knee injury - Unknown return date,i,0.0,0.0,542,1362,0,0,0.0,0.0,0.0,0.0
154,Cashin,Eiran Cashin,Brighton,2,4.0,0,0,0,0,0,0,0,0.0,Has joined Birmingham on loan for the rest of the season.,u,0.0,0.0,0,698,0,0,0.0,0.0,0.0,0.0
155,Slater,Jacob Slater,Brighton,2,4.0,0,0,0,0,0,0,0,0.0,has joined Harrogate Town on loan until January.,u,0.0,0.1,3175,15029,0,0,0.0,0.0,0.0,0.0
156,Tasker,Charlie Tasker,Brighton,2,3.9,0,0,0,0,0,0,0,,,a,0.0,0.1,6160,11696,0,0,0.0,0.0,0.0,0.0
157,Mitoma,Mitoma Kaoru,Brighton,3,6.1,20,508,1,1,1,1,0,75.0,Ankle injury - 75% chance of playing,d,0.0,1.8,161733,746683,6,0,88.4,95.8,88.0,26.9
158,Georginio,Georginio Rutter,Brighton,3,5.7,36,821,0,4,4,2,0,75.0,Head injury - 75% chance of playing,d,2.0,0.3,61937,180473,10,1,112.8,129.1,149.0,39.1
159,March,Solly March,Brighton,3,5.8,0,0,0,0,0,0,0,0.0,Knee injury - Expected back 13 Dec,i,0.0,0.0,463,2243,0,0,0.0,0.0,0.0,0.0
160,Minteh,Yankuba Minteh,Brighton,3,6.3,66,1210,1,7,4,0,0,,,a,4.8,9.8,1462591,409216,14,6,256.4,366.9,318.0,94.4
161,Enciso,Julio Enciso Espínola,Brighton,3,5.4,0,0,0,0,0,0,0,0.0,has joined Strasbourg permanently.,u,0.0,0.0,105,2886,0,0,0.0,0.0,0.0,0.0
162,Gruda,Brajan Gruda,Brighton,3,5.4,22,301,1,1,0,1,0,100.0,,a,0.8,0.0,12216,14243,3,2,79.0,62.4,101.0,24.2
163,Hinshelwood,Jack Hinshelwood,Brighton,3,5.1,20,227,1,2,0,0,0,100.0,,a,4.0,0.0,2042,10721,2,1,75.6,28.3,31.0,13.5
164,O'Riley,Matt O'Riley,Brighton,3,5.5,12,177,1,0,1,0,0,0.0,has joined Marseille on loan for the rest of the season.,u,0.0,0.4,130744,196191,2,2,60.8,66.6,63.0,19.0
165,Sima,Abdallah Sima,Brighton,3,5.4,0,0,0,0,0,0,0,0.0,has joined Lens permanently.,u,0.0,0.0,247,2162,0,0,0.0,0.0,0.0,0.0
166,Ayari,Yasin Ayari,Brighton,3,4.9,36,1051,1,0,3,0,0,75.0,Muscle injury - 75% chance of playing,d,2.5,0.3,49347,46059,11,2,154.4,150.0,111.0,41.6
167,Baleba,Carlos Baleba,Brighton,3,4.7,22,772,0,0,4,4,0,,,a,2.0,1.9,137355,443143,12,0,52.2,62.8,11.0,12.5
169,Gomez,Diego Gómez Amarilla,Brighton,3,4.9,33,780,2,0,3,4,0,100.0,,a,2.0,0.3,48714,23206,9,3,200.4,143.2,208.0,55.1
170,Milner,James Milner,Brighton,3,4.9,15,187,1,1,0,1,0,0.0,Muscle injury - Expected back 13 Dec,i,0.0,0.1,14289,19573,1,0,79.6,71.2,17.0,16.8
171,Sarmiento,Jeremy Sarmiento Morante,Brighton,3,4.9,0,0,0,0,0,0,0,0.0,has joined Cremonese on loan for the rest of the season.,u,0.0,0.0,196,2851,0,0,0.0,0.0,0.0,0.0
172,Watson,Tom Watson,Brighton,3,4.8,2,40,0,0,0,0,0,100.0,,a,0.0,0.0,1352,2677,0,0,5.6,1.3,7.0,1.4
173,Wieffer,Mats Wieffer,Brighton,3,4.9,51,909,0,4,3,4,0,100.0,,a,4.5,0.4,53028,19105,10,2,259.8,162.9,91.0,51.5
174,Yalcouye,Malick Yalcouyé,Brighton,3,5.0,0,0,0,0,0,0,0,0.0,Has joined Swansea City on loan for the rest of the season.,u,0.0,0.0,0,1240,0,0,0.0,0.0,0.0,0.0
175,Knight,Joe Knight,Brighton,3,4.5,1,1,0,0,0,0,0,,,a,0.0,0.1,8028,10068,0,0,0.0,0.0,0.0,0.0
176,Mazilu,Adrian Mazilu,Brighton,3,4.5,0,0,0,0,0,0,0,0.0,has joined Dinamo Bucharest permanently.,u,0.0,0.0,1435,4240,0,0,0.0,0.0,0.0,0.0
177,Moran,Andrew Moran,Brighton,3,4.5,0,0,0,0,0,0,0,0.0,Has joined Los Angeles FC on loan for the rest of the season.,u,0.0,0.0,490,4871,0,0,0.0,0.0,0.0,0.0
178,Welbeck,Danny Welbeck,Brighton,4,6.6,56,886,7,0,3,2,0,,,a,3.2,10.9,1521527,730400,10,8,264.8,124.6,262.0,64.7
179,Ferguson,Evan Ferguson,Brighton,4,5.5,0,0,0,0,0,0,0,0.0,Has joined AS Roma on loan for the rest of the season,u,0.0,0.0,0,1527,0,0,0.0,0.0,0.0,0.0
180,Tzimas,Stefanos Tzimas,Brighton,4,5.3,16,132,1,1,0,0,0,75.0,Knee injury - 75% chance of playing,d,1.8,0.1,12550,17947,1,0,66.6,65.7,44.0,17.7
181,Kostoulas,Charalampos Kostoulas,Brighton,4,4.8,9,42,1,0,0,0,0,,,a,0.5,0.3,29782,50348,0,0,46.2,22.0,68.0,13.6
744,Oriola,Nehemiah Oriola,Brighton,3,4.5,1,1,0,0,0,0,0,,,a,0.0,0.0,1158,498,0,0,0.0,0.0,0.0,0.0
168,Buonanotte,Facundo Buonanotte,Chelsea,3,4.6,1,45,0,0,0,0,0,100.0,,a,0.0,0.1,8588,22860,1,0,5.6,25.1,8.0,3.9
220,Sánchez,Robert Lynch Sánchez,Chelsea,1,4.8,47,1174,0,0,6,1,1,,,a,4.0,13.9,799102,1951207,14,1,218.2,30.0,0.0,24.7
221,Jörgensen,Filip Jörgensen,Chelsea,1,4.3,1,84,0,0,0,0,0,,,a,0.0,0.2,10403,20025,0,0,9.4,0.0,0.0,0.9
222,Penders,Mike Penders,Chelsea,1,4.0,0,0,0,0,0,0,0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,u,0.0,0.0,0,312,0,0,0.0,0.0,0.0,0.0
223,Slonina,Gabriel Słonina,Chelsea,1,3.9,0,0,0,0,0,0,0,,,a,0.0,0.1,7296,8450,0,0,0.0,0.0,0.0,0.0
224,Cucurella,Marc Cucurella Saseta,Chelsea,2,6.2,57,1166,0,2,6,3,0,,,a,3.5,23.4,2105662,1828491,13,5,246.8,262.9,93.0,60.3
225,James,Reece James,Chelsea,2,5.6,55,841,1,4,3,2,0,100.0,,a,2.5,8.4,1032659,747969,9,7,234.0,255.6,56.0,54.7
226,Chalobah,Trevoh Chalobah,Chelsea,2,5.2,71,1110,3,1,6,2,1,100.0,,a,5.5,10.7,1942821,948634,13,3,342.6,75.1,127.0,54.5
227,Colwill,Levi Samuels Colwill,Chelsea,2,4.8,0,0,0,0,0,0,0,0.0,Anterior cruciate ligament - Unknown return date,i,0.0,0.1,801,29567,0,0,0.0,0.0,0.0,0.0
228,Gusto,Malo Gusto,Chelsea,2,4.9,43,707,1,1,4,0,1,100.0,,a,4.8,1.6,167350,191178,7,3,154.4,136.0,76.0,36.6
229,B.Badiashile,Benoît Badiashile Mukinayi,Chelsea,2,4.4,0,155,0,0,0,2,0,100.0,,a,0.0,0.0,2264,3299,2,0,24.6,3.7,0.0,2.9
230,Fofana,Wesley Fofana,Chelsea,2,4.4,19,397,0,0,2,0,0,100.0,,a,2.5,0.3,28382,28461,5,0,69.8,8.3,16.0,9.5
231,M.Sarr,Mamadou Sarr,Chelsea,2,4.5,0,0,0,0,0,0,0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,u,0.0,0.0,0,1894,0,0,0.0,0.0,0.0,0.0
232,Tosin,Tosin Adarabioyo,Chelsea,2,4.2,27,557,0,0,2,1,0,100.0,,a,3.2,0.4,93831,194848,5,2,167.2,17.6,19.0,20.4
233,Acheampong,Josh Acheampong,Chelsea,2,3.9,27,348,1,0,2,0,0,100.0,,a,0.0,1.8,446842,346349,4,5,88.4,8.5,60.0,15.8
234,Anselmino,Aarón Anselmino,Chelsea,2,4.0,0,0,0,0,0,0,0,0.0,has joined Borussia Dortmund on loan for the rest of the season.,u,0.0,0.1,1030,9526,0,0,0.0,0.0,0.0,0.0
235,Palmer,Cole Palmer,Chelsea,3,10.3,12,173,1,0,1,0,0,100.0,,a,0.2,9.6,800228,6375190,2,1,44.4,24.0,71.0,13.8
236,Neto,Pedro Lomba Neto,Chelsea,3,7.2,68,1054,5,2,6,1,0,100.0,,a,6.2,8.4,1249585,755483,13,6,295.0,306.5,278.0,88.1
237,Enzo,Enzo Fernández,Chelsea,3,6.7,63,1150,4,2,5,2,0,100.0,,a,4.5,14.1,2765189,1699181,13,6,306.4,343.6,318.0,97.0
238,Estêvão,Estêvão Almeida de Oliveira Gonçalves,Chelsea,3,6.6,30,427,1,3,2,3,0,,,a,1.2,3.2,587308,446240,6,2,107.0,155.3,181.0,44.3
239,Gittens,Jamie Bynoe-Gittens,Chelsea,3,6.1,20,398,0,2,1,0,0,,,a,3.0,0.1,13656,35052,4,0,82.8,126.5,79.0,28.8
240,Nkunku,Christopher Nkunku,Chelsea,3,5.9,0,0,0,0,0,0,0,0.0,has joined AC Milan permanently.,u,0.0,0.1,2668,23324,0,0,0.0,0.0,0.0,0.0
241,Caicedo,Moisés Caicedo Corozo,Chelsea,3,5.9,58,982,3,1,4,2,1,0.0,Suspended until 20 Dec,s,0.0,14.8,2977641,2013805,11,9,306.2,134.6,59.0,49.7
243,George,Tyrique George,Chelsea,3,4.9,4,142,0,0,1,2,0,,,a,0.0,0.1,5003,7202,0,0,8.2,7.0,56.0,7.1
244,Lavia,Roméo Lavia,Chelsea,3,4.9,4,105,0,0,0,0,0,0.0,Thigh injury - Unknown return date,i,0.0,0.0,2439,4134,1,0,9.6,7.5,2.0,1.8
245,Mudryk,Mykhailo Mudryk,Chelsea,3,4.9,0,0,0,0,0,0,0,0.0,Suspended - unknown return date,s,0.0,0.0,667,1021,0,0,0.0,0.0,0.0,0.0
246,Andrey Santos,Andrey Nascimento dos Santos,Chelsea,3,4.5,14,393,0,0,1,2,0,100.0,,a,2.0,0.3,49925,54454,4,0,62.8,64.5,43.0,17.0
247,D.Essugo,Dário Luís Essugo,Chelsea,3,4.3,0,0,0,0,0,0,0,0.0,Thigh injury - Expected back 06 Dec,i,0.0,0.1,9815,10190,0,0,0.0,0.0,0.0,0.0
248,Paez,Kendry Páez Andrade,Chelsea,3,4.5,0,0,0,0,0,0,0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,u,0.0,0.0,0,910,0,0,0.0,0.0,0.0,0.0
249,João Pedro,João Pedro Junqueira de Jesus,Chelsea,4,7.4,63,1148,4,3,6,1,0,,,a,2.8,40.9,4061292,5648088,14,12,289.6,273.9,346.0,90.5
250,Delap,Liam Delap,Chelsea,4,6.2,11,315,0,0,2,0,0,100.0,,a,1.8,1.0,71802,410661,5,0,13.4,11.0,109.0,12.8
251,N.Jackson,Nicolas Jackson,Chelsea,4,6.5,0,0,0,0,0,0,0,0.0,has joined Bayern Munich on loan for the rest of the season.,u,0.0,0.1,4962,14963,0,0,0.0,0.0,0.0,0.0
252,Marc Guiu,Marc Guiu Paz,Chelsea,4,4.2,12,189,0,1,0,0,0,100.0,,a,1.5,6.8,723102,2097108,1,0,18.0,16.9,68.0,8.4
453,Garnacho,Alejandro Garnacho Ferreyra,Chelsea,3,6.4,26,416,1,2,2,0,0,,,a,3.2,0.8,176619,117686,5,2,103.0,118.0,151.0,37.2
672,Hato,Jorrel Hato,Chelsea,2,4.7,3,166,0,0,0,2,0,,,a,0.0,0.2,9921,33210,2,0,24.0,3.3,6.0,3.2
743,Emenalo,Landon Emenalo,Chelsea,3,4.5,0,0,0,0,0,0,0,,,a,0.0,0.0,832,554,0,0,0.0,0.0,0.0,0.0
253,Henderson,Dean Henderson,Crystal Palace,1,5.0,60,1260,0,0,7,1,0,,,a,6.0,8.7,634355,452251,14,2,276.6,10.0,0.0,28.4
254,Benitez,Walter Benítez,Crystal Palace,1,4.0,0,0,0,0,0,0,0,100.0,,a,0.0,0.3,8425,23275,0,0,0.0,0.0,0.0,0.0
255,Matthews,Remi Matthews,Crystal Palace,1,3.9,0,0,0,0,0,0,0,,,a,0.0,0.1,3562,6119,0,0,0.0,0.0,0.0,0.0
256,Muñoz,Daniel Muñoz Mejía,Crystal Palace,2,6.0,89,1260,3,3,7,4,0,,,a,8.8,24.8,2824803,821255,14,7,336.0,128.1,240.0,70.2
257,Lacroix,Maxence Lacroix,Crystal Palace,2,5.1,78,1260,0,2,7,1,0,,,a,7.0,6.2,930614,369967,14,4,321.6,42.8,64.0,42.7
258,Mitchell,Tyrick Mitchell,Crystal Palace,2,5.0,68,1254,1,0,7,2,0,,,a,6.0,2.7,322653,178215,14,5,274.4,173.0,89.0,53.7
259,Sosa,Borna Sosa,Crystal Palace,2,4.8,1,1,0,0,0,0,0,75.0,Knock - 75% chance of playing,d,0.0,0.1,6372,13986,0,0,0.0,0.0,0.0,0.0
260,Guéhi,Marc Guéhi,Crystal Palace,2,5.1,83,1170,1,4,6,2,0,100.0,,a,4.8,35.1,3699443,1013151,13,8,323.0,122.3,107.0,55.2
261,Richards,Chris Richards,Crystal Palace,2,4.6,68,1252,0,0,7,0,0,100.0,,a,6.0,4.1,615369,280853,14,1,313.0,63.2,56.0,43.4
262,Chadi Riad,Chadi Riad Dnanou,Crystal Palace,2,4.0,0,0,0,0,0,0,0,100.0,,a,0.0,0.0,1026,1097,0,0,0.0,0.0,0.0,0.0
263,Clyne,Nathaniel Clyne,Crystal Palace,2,3.8,1,4,0,0,0,0,0,,,a,0.0,0.5,22527,47665,0,0,3.4,0.5,0.0,0.4
264,Holding,Rob Holding,Crystal Palace,2,4.0,0,0,0,0,0,0,0,0.0,Has joined Colorado Rapids permanently.,u,0.0,0.0,0,3657,0,0,0.0,0.0,0.0,0.0
265,Kporha,Caleb Kporha,Crystal Palace,2,4.0,0,0,0,0,0,0,0,0.0,Back injury - Unknown return date,i,0.0,0.0,422,1919,0,0,0.0,0.0,0.0,0.0
267,Sarr,Ismaïla Sarr,Crystal Palace,3,6.6,50,919,3,1,6,1,0,0.0,Ankle injury - Unknown return date,i,1.8,6.3,2221554,2041905,11,6,194.4,130.0,192.0,51.7
268,Doucouré,Cheick Doucouré,Crystal Palace,3,4.9,0,0,0,0,0,0,0,0.0,Knee injury - Unknown return date,i,0.0,0.0,299,525,0,0,0.0,0.0,0.0,0.0
269,Esse,Romain Esse,Crystal Palace,3,4.7,1,24,0,0,0,0,0,,,a,0.0,0.1,9542,23642,0,0,4.6,0.4,2.0,0.7
270,Hughes,Will Hughes,Crystal Palace,3,4.7,17,473,0,0,3,3,0,100.0,,a,1.0,0.1,11674,16820,5,0,65.6,100.9,26.0,19.2
271,Kamada,Daichi Kamada,Crystal Palace,3,5.0,42,1010,0,2,6,0,0,100.0,,a,3.2,0.2,40679,28110,12,0,124.0,134.0,104.0,36.1
272,Lerma,Jefferson Lerma Solís,Crystal Palace,3,4.9,27,464,0,2,4,3,0,,,a,2.0,0.1,5858,7252,4,1,73.0,60.2,66.0,19.9
273,Wharton,Adam Wharton,Crystal Palace,3,5.0,39,938,0,2,5,1,0,100.0,,a,4.0,0.5,59105,77252,12,2,145.8,271.0,34.0,45.0
274,Agbinone,Asher Agbinone,Crystal Palace,3,4.4,0,0,0,0,0,0,0,,,a,0.0,0.0,3304,5652,0,0,0.0,0.0,0.0,0.0
275,Ahamada,Naouirou Ahamada,Crystal Palace,3,4.4,0,0,0,0,0,0,0,,,a,0.0,0.0,3939,5182,0,0,0.0,0.0,0.0,0.0
276,Devenny,Justin Devenny,Crystal Palace,3,4.3,12,197,0,0,0,0,0,,,a,0.8,1.1,122054,186572,1,0,17.8,32.3,75.0,12.6
277,Ebiowei,Malcolm Ebiowei,Crystal Palace,3,4.5,0,0,0,0,0,0,0,0.0,Has joined Blackpool permanently.,u,0.0,0.0,0,713,0,0,0.0,0.0,0.0,0.0
278,J.Rak-Sakyi,Jesurun Rak-Sakyi,Crystal Palace,3,4.4,0,0,0,0,0,0,0,0.0,has joined Caykur Rizespor on loan for the rest of the season.,u,0.0,0.0,4176,8664,0,0,0.0,0.0,0.0,0.0
279,M.França,Matheus França de Oliveira,Crystal Palace,3,4.5,0,0,0,0,0,0,0,0.0,Has joined CR Vasco da Gama on loan for the rest of the season.,u,0.0,0.0,95,1578,0,0,0.0,0.0,0.0,0.0
280,Ozoh,David Ozoh,Crystal Palace,3,4.5,0,0,0,0,0,0,0,0.0,Has joined Derby County on loan for the rest of the season.,u,0.0,0.0,0,176,0,0,0.0,0.0,0.0,0.0
281,Rodney,Kaden Rodney,Crystal Palace,3,4.5,0,0,0,0,0,0,0,,,a,0.0,0.0,3430,4675,0,0,0.0,0.0,0.0,0.0
282,Umeh,Franco Umeh-Chibueze,Crystal Palace,3,4.5,0,0,0,0,0,0,0,0.0,has joined Portsmouth permanently.,u,0.0,0.0,860,2824,0,0,0.0,0.0,0.0,0.0
283,Mateta,Jean-Philippe Mateta,Crystal Palace,4,8.1,59,1171,7,0,7,2,0,,,a,2.8,30.7,4388153,1709920,14,6,315.6,74.9,482.0,87.1
284,Nketiah,Eddie Nketiah,Crystal Palace,4,5.4,10,215,1,0,0,2,0,100.0,,a,0.5,0.4,68606,77833,0,0,57.2,69.4,82.0,20.9
285,Édouard,Odsonne Édouard,Crystal Palace,4,5.0,1,2,0,0,0,0,0,0.0,has joined RC Lens permanently.,u,0.0,0.2,9044,86920,0,0,2.0,0.0,0.0,0.2
286,Marsh,Zach Marsh,Crystal Palace,4,4.5,0,0,0,0,0,0,0,,,a,0.0,0.3,34684,40812,0,0,0.0,0.0,0.0,0.0
690,Cardines,Rio Cardines,Crystal Palace,3,4.4,0,0,0,0,0,0,0,100.0,,a,0.0,0.4,57567,44270,0,0,0.0,0.0,0.0,0.0
712,Yeremy,Yéremy Pino Santos,Crystal Palace,3,5.8,28,749,1,0,5,3,0,100.0,,a,3.5,0.3,73976,43679,10,1,108.2,237.2,135.0,47.8
723,Canvot,Jaydee Canvot,Crystal Palace,2,4.5,13,100,0,0,1,0,0,,,a,3.0,0.0,1908,1237,1,2,36.6,0.9,8.0,4.6
732,Uche,Christantus Uche,Crystal Palace,4,5.5,4,20,0,0,0,0,0,,,a,0.2,0.0,6951,4879,0,0,3.6,1.6,19.0,2.4
242,Dewsbury-Hall,Kiernan Dewsbury-Hall,Everton,3,4.9,58,1152,3,2,5,5,0,100.0,,a,8.0,4.3,693900,691188,13,7,240.0,308.8,158.0,70.7
287,Pickford,Jordan Pickford,Everton,1,5.5,60,1260,0,0,5,0,0,,,a,6.2,9.8,511391,710385,14,6,362.2,0.1,0.0,36.1
288,Travers,Mark Travers,Everton,1,4.4,0,0,0,0,0,0,0,,,a,0.0,0.1,2858,9017,0,0,0.0,0.0,0.0,0.0
289,Tyrer,Harry Tyrer,Everton,1,3.9,0,0,0,0,0,0,0,,,a,0.0,0.1,3338,6494,0,0,0.0,0.0,0.0,0.0
290,Branthwaite,Jarrad Branthwaite,Everton,2,5.3,0,0,0,0,0,0,0,0.0,Hamstring injury - Unknown return date,i,0.0,0.2,1463,66397,0,0,0.0,0.0,0.0,0.0
291,Tarkowski,James Tarkowski,Everton,2,5.4,64,1260,0,1,5,2,0,,,a,6.5,5.8,648287,760794,14,3,352.4,119.2,88.0,56.1
292,Mykolenko,Vitalii Mykolenko,Everton,2,4.9,33,985,0,0,3,2,0,100.0,,a,5.5,0.4,32877,84859,11,1,164.4,75.7,30.0,26.9
293,O'Brien,Jake O'Brien,Everton,2,4.9,40,1128,0,0,4,0,0,,,a,3.2,0.4,34812,58967,12,1,187.2,98.2,63.0,35.0
294,Coleman,Séamus Coleman,Everton,2,4.3,3,11,0,0,0,0,0,0.0,Hamstring injury - Unknown return date,i,0.2,0.1,4825,14240,1,0,0.0,0.1,0.0,0.0
295,Keane,Michael Keane,Everton,2,4.6,67,1144,2,0,4,0,0,75.0,Knock - 75% chance of playing,d,6.5,2.5,378605,132252,13,5,346.6,21.7,116.0,48.3
296,Patterson,Nathan Patterson,Everton,2,4.4,0,0,0,0,0,0,0,0.0,Foot injury - Unknown return date,i,0.0,0.0,689,2942,0,0,0.0,0.0,0.0,0.0
297,Dixon,Roman Dixon,Everton,2,3.9,0,0,0,0,0,0,0,,,a,0.0,0.2,5854,15389,0,0,0.0,0.0,0.0,0.0
298,Welch,Reece Welch,Everton,2,3.9,0,0,0,0,0,0,0,,,a,0.0,0.1,4579,10994,0,0,0.0,0.0,0.0,0.0
