id,web_name,full_name,team_id,team_name,position,status,status_description,chance_of_playing_next,news,minutes,starts,goals_scored,assists,yellow_cards,red_cards,influence,creativity,threat,ict_index,current_gameweek
115,Fredrick,Benjamin Fredrick,5,Brentford,DEF,u,Unavailable,0.0,has joined Dender on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
116,Hickey,Aaron Hickey,5,Brentford,DEF,a,Available,100.0,,506,6,0,0,1,0,57.6,12.6,37.0,10.7,21
117,Ji-soo,Kim Ji-soo,5,Brentford,DEF,u,Unavailable,0.0,has joined Kaiserslautern on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
118,Meghoma,Jayden Meghoma,5,Brentford,DEF,u,Unavailable,0.0,Has joined Rangers on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
120,Schade,Kevin Schade,5,Brentford,MID,a,Available,100.0,,1645,19,6,4,5,0,419.6,273.3,528.0,122.2,21
121,Damsgaard,Mikkel Damsgaard,5,Brentford,MID,a,Available,,,1160,13,1,3,0,0,274.2,415.5,149.0,83.9,21
122,Milambo,Antoni Milambo,5,Brentford,MID,i,Injured,0.0,Knee injury - Expected back 01 Jun,45,1,0,0,0,0,4.0,1.8,0.0,0.6,21
123,Carvalho,Fábio Freitas Gouveia Carvalho,5,Brentford,MID,i,Injured,0.0,Knee injury - Expected back 01 Jun,100,1,1,0,0,0,39.0,6.5,36.0,8.1,21
124,Henderson,Jordan Henderson,5,Brentford,MID,d,Doubtful,75.0,Ankle injury - 75% chance of playing,1349,15,1,3,4,0,265.8,270.7,41.0,57.7,21
125,Janelt,Vitaly Janelt,5,Brentford,MID,a,Available,100.0,,758,7,0,4,3,0,218.0,178.9,62.0,45.6,21
126,Jensen,Mathias Jensen,5,Brentford,MID,a,Available,,,764,9,2,0,1,0,151.4,159.0,74.0,38.3,21
127,Nunes,Gustavo Nunes Fernandes Gomes,5,Brentford,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
128,Onyeka,Frank Onyeka,5,Brentford,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,88,0,0,2,0,0,28.4,13.6,4.0,4.6,21
129,Yarmoliuk,Yehor Yarmoliuk,5,Brentford,MID,a,Available,100.0,,1564,19,1,2,4,0,270.4,185.5,99.0,55.5,21
130,Donovan,Romelle Donovan,5,Brentford,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
131,Konak,Yunus Emre Konak,5,Brentford,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
132,Maghoma,Paris Maghoma,5,Brentford,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
133,Peart-Harris,Myles Peart-Harris,5,Brentford,MID,a,Available,,,1,0,0,0,0,0,0.0,0.0,0.0,0.0,21
134,Trevitt,Ryan Trevitt,5,Brentford,MID,u,Unavailable,0.0,Has joined Wigan on loan for the rest of the season,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
136,Thiago,Igor Thiago Nascimento Rodrigues,5,Brentford,FWD,a,Available,100.0,,1752,20,16,1,4,0,684.2,187.0,747.0,161.8,21
137,Morgan,Iwan Morgan,5,Brentford,FWD,u,Unavailable,0.0,has joined Shrewsbury on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
748,Dasilva,Josh Dasilva,5,Brentford,MID,i,Injured,0.0,Knee injury - Expected back 01 Feb,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
138,Steele,Jason Steele,6,Brighton,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
139,Verbruggen,Bart Verbruggen,6,Brighton,GK,a,Available,,,1890,21,0,0,3,0,549.8,10.0,0.0,55.9,21
140,McGill,Tom McGill,6,Brighton,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
141,Rushworth,Carl Rushworth,6,Brighton,GK,u,Unavailable,0.0,Has joined Coventry City on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
142,Scherpen,Kjell Scherpen,6,Brighton,GK,u,Unavailable,0.0,Has joined Union SG permanently,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
143,Boscagli,Olivier Boscagli,6,Brighton,DEF,a,Available,,,142,2,0,0,1,0,39.0,10.2,2.0,5.2,21
144,Coppola,Diego Coppola,6,Brighton,DEF,a,Available,,,193,2,0,0,2,0,42.4,3.7,2.0,4.8,21
145,De Cuyper,Maxim De Cuyper,6,Brighton,DEF,a,Available,100.0,,975,12,2,0,2,0,192.8,298.9,118.0,61.0,21
146,Dunk,Lewis Dunk,6,Brighton,DEF,a,Available,100.0,,1755,19,0,1,8,0,374.0,65.8,75.0,51.7,21
147,Estupiñan,Pervis Estupiñán Tenorio,6,Brighton,DEF,u,Unavailable,0.0,Has joined AC Milan permanently,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
148,F.Kadıoğlu,Ferdi Kadıoğlu,6,Brighton,DEF,a,Available,,,1602,17,0,1,4,0,257.8,253.9,122.0,63.7,21
150,Lamptey,Tariq Lamptey,6,Brighton,DEF,u,Unavailable,0.0,has joined Fiorentina permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
151,Van Hecke,Jan Paul van Hecke,6,Brighton,DEF,a,Available,100.0,,1800,20,3,1,5,0,597.6,92.7,203.0,89.6,21
152,Veltman,Joël Veltman,6,Brighton,DEF,a,Available,100.0,,583,6,1,0,3,0,169.0,64.8,52.0,28.7,21
153,Webster,Adam Webster,6,Brighton,DEF,i,Injured,0.0,Knee injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
154,Cashin,Eiran Cashin,6,Brighton,DEF,u,Unavailable,0.0,Has joined Birmingham on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
155,Slater,Jacob Slater,6,Brighton,DEF,u,Unavailable,0.0,has joined Harrogate Town on loan until January.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
156,Tasker,Charlie Tasker,6,Brighton,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
157,Mitoma,Mitoma Kaoru,6,Brighton,MID,a,Available,100.0,,743,8,2,1,2,0,154.8,202.2,159.0,51.2,21
158,Georginio,Georginio Rutter,6,Brighton,MID,a,Available,100.0,,1336,16,2,4,2,0,238.4,251.0,326.0,81.5,21
159,March,Solly March,6,Brighton,MID,d,Doubtful,25.0,Knee injury - 25% chance of playing,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
160,Minteh,Yankuba Minteh,6,Brighton,MID,d,Doubtful,50.0,Dead leg - 50% chance of playing,1543,18,1,8,0,0,290.2,419.0,414.0,112.6,21
161,Enciso,Julio Enciso Espínola,6,Brighton,MID,u,Unavailable,0.0,has joined Strasbourg permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
162,Gruda,Brajan Gruda,6,Brighton,MID,a,Available,100.0,,643,7,1,1,2,0,119.6,190.7,137.0,44.4,21
163,Hinshelwood,Jack Hinshelwood,6,Brighton,MID,a,Available,100.0,,590,6,1,2,0,0,117.4,53.5,50.0,22.3,21
164,O'Riley,Matt O'Riley,6,Brighton,MID,u,Unavailable,0.0,has joined Marseille on loan for the rest of the season.,177,2,1,0,0,0,60.8,66.6,63.0,19.0,21
165,Sima,Abdallah Sima,6,Brighton,MID,u,Unavailable,0.0,has joined Lens permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
166,Ayari,Yasin Ayari,6,Brighton,MID,a,Available,100.0,,1519,16,2,2,0,0,245.0,191.2,186.0,62.3,21
167,Baleba,Carlos Baleba,6,Brighton,MID,a,Available,100.0,,894,14,0,0,4,0,63.2,68.4,16.0,14.7,21
169,Gomez,Diego Gómez Amarilla,6,Brighton,MID,a,Available,100.0,,1268,15,3,0,5,0,259.0,237.2,293.0,78.9,21
170,Milner,James Milner,6,Brighton,MID,a,Available,100.0,,297,2,1,1,2,0,88.2,90.0,23.0,20.0,21
171,Sarmiento,Jeremy Sarmiento Morante,6,Brighton,MID,u,Unavailable,0.0,has joined Cremonese on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
172,Watson,Tom Watson,6,Brighton,MID,a,Available,100.0,,57,0,0,0,1,0,6.0,2.4,7.0,1.6,21
173,Wieffer,Mats Wieffer,6,Brighton,MID,i,Injured,0.0,Toe Injury - Unknown return date,1179,13,0,4,4,0,303.4,229.5,131.0,66.5,21
174,Yalcouye,Malick Yalcouyé,6,Brighton,MID,u,Unavailable,0.0,Has joined Swansea City on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
175,Knight,Joe Knight,6,Brighton,MID,a,Available,,,1,0,0,0,0,0,0.0,0.0,0.0,0.0,21
176,Mazilu,Adrian Mazilu,6,Brighton,MID,u,Unavailable,0.0,has joined Dinamo Bucharest permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
177,Moran,Andrew Moran,6,Brighton,MID,u,Unavailable,0.0,Has joined Los Angeles FC on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
178,Welbeck,Danny Welbeck,6,Brighton,FWD,a,Available,100.0,,1113,12,8,0,3,0,300.4,154.3,316.0,76.5,21
179,Ferguson,Evan Ferguson,6,Brighton,FWD,u,Unavailable,0.0,Has joined AS Roma on loan for the rest of the season,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
180,Tzimas,Stefanos Tzimas,6,Brighton,FWD,i,Injured,0.0,Knee injury - Expected back 01 Jun,132,1,1,1,0,0,66.6,65.7,44.0,17.7,21
181,Kostoulas,Charalampos Kostoulas,6,Brighton,FWD,a,Available,,,167,1,1,1,1,0,79.8,69.2,142.0,29.1,21
744,Oriola,Nehemiah Oriola,6,Brighton,MID,a,Available,,,1,0,0,0,0,0,0.0,0.0,0.0,0.0,21
761,Simmonds,Freddie Simmonds,6,Brighton,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
783,Groß,Pascal Groß,6,Brighton,MID,a,Available,,,109,1,0,0,1,0,9.8,4.3,25.0,3.7,21
795,Howell,Harry Howell,6,Brighton,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
168,Buonanotte,Facundo Buonanotte,7,Chelsea,MID,a,Available,100.0,,45,1,0,0,0,0,5.6,25.1,8.0,3.9,21
220,Sánchez,Robert Lynch Sánchez,7,Chelsea,GK,a,Available,100.0,,1714,20,0,1,2,1,434.0,50.0,0.0,48.1,21
221,Jörgensen,Filip Jörgensen,7,Chelsea,GK,a,Available,,,174,1,0,0,0,0,28.2,0.0,0.0,2.8,21
222,Penders,Mike Penders,7,Chelsea,GK,u,Unavailable,0.0,Has joined RC Strasbourg on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
223,Slonina,Gabriel Słonina,7,Chelsea,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
224,Cucurella,Marc Cucurella Saseta,7,Chelsea,DEF,a,Available,100.0,,1525,18,0,2,3,1,299.4,307.8,113.0,71.9,21
225,James,Reece James,7,Chelsea,DEF,a,Available,100.0,,1361,14,2,5,4,0,377.0,368.6,85.0,83.2,21
226,Chalobah,Trevoh Chalobah,7,Chelsea,DEF,a,Available,100.0,,1740,20,3,1,3,1,497.2,82.5,143.0,72.2,21
227,Colwill,Levi Samuels Colwill,7,Chelsea,DEF,i,Injured,0.0,Anterior cruciate ligament - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
228,Gusto,Malo Gusto,7,Chelsea,DEF,a,Available,100.0,,1216,13,2,2,1,1,273.2,200.1,118.0,59.1,21
229,B.Badiashile,Benoît Badiashile Mukinayi,7,Chelsea,DEF,a,Available,100.0,,335,4,0,0,2,0,57.8,6.2,0.0,6.5,21
230,Fofana,Wesley Fofana,7,Chelsea,DEF,a,Available,100.0,,757,9,0,0,1,0,214.8,14.7,22.0,25.2,21
231,M.Sarr,Mamadou Sarr,7,Chelsea,DEF,u,Unavailable,0.0,Has joined RC Strasbourg on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
232,Tosin,Tosin Adarabioyo,7,Chelsea,DEF,a,Available,100.0,,647,6,0,0,2,0,190.8,31.8,19.0,24.2,21
233,Acheampong,Josh Acheampong,7,Chelsea,DEF,a,Available,100.0,,468,6,1,0,0,0,107.8,25.6,64.0,19.9,21
234,Anselmino,Aarón Anselmino,7,Chelsea,DEF,u,Unavailable,0.0,has joined Borussia Dortmund on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
235,Palmer,Cole Palmer,7,Chelsea,MID,a,Available,100.0,,663,9,3,1,1,0,161.2,113.2,197.0,47.0,21
236,Neto,Pedro Lomba Neto,7,Chelsea,MID,a,Available,100.0,,1639,19,5,4,2,0,379.4,527.9,378.0,128.8,21
237,Enzo,Enzo Fernández,7,Chelsea,MID,a,Available,100.0,,1700,19,6,2,5,0,463.4,502.9,501.0,146.8,21
238,Estêvão,Estêvão Almeida de Oliveira Gonçalves,7,Chelsea,MID,a,Available,100.0,,602,8,1,4,3,0,120.4,189.0,233.0,54.1,21
239,Gittens,Jamie Bynoe-Gittens,7,Chelsea,MID,a,Available,,,445,4,0,2,0,0,93.0,128.8,91.0,31.2,21
240,Nkunku,Christopher Nkunku,7,Chelsea,MID,u,Unavailable,0.0,has joined AC Milan permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
241,Caicedo,Moisés Caicedo Corozo,7,Chelsea,MID,a,Available,100.0,,1342,15,3,1,5,1,375.6,191.6,85.0,65.0,21
243,George,Tyrique George,7,Chelsea,MID,a,Available,,,142,0,0,0,2,0,8.2,7.0,56.0,7.1,21
244,Lavia,Roméo Lavia,7,Chelsea,MID,i,Injured,0.0,Thigh injury - Unknown return date,105,1,0,0,0,0,9.6,7.5,2.0,1.8,21
245,Mudryk,Mykhailo Mudryk,7,Chelsea,MID,s,Suspended,0.0,Suspended - unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
246,Andrey Santos,Andrey Nascimento dos Santos,7,Chelsea,MID,a,Available,100.0,,511,5,0,0,3,0,86.0,93.0,59.0,23.7,21
247,D.Essugo,Dário Luís Essugo,7,Chelsea,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
248,Paez,Kendry Páez Andrade,7,Chelsea,MID,u,Unavailable,0.0,Has joined RC Strasbourg on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
249,João Pedro,João Pedro Junqueira de Jesus,7,Chelsea,FWD,a,Available,,,1521,18,6,3,2,0,380.2,329.7,458.0,116.4,21
250,Delap,Liam Delap,7,Chelsea,FWD,a,Available,100.0,,571,8,1,0,2,0,52.0,45.4,223.0,31.4,21
251,N.Jackson,Nicolas Jackson,7,Chelsea,FWD,u,Unavailable,0.0,has joined Bayern Munich on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
252,Marc Guiu,Marc Guiu Paz,7,Chelsea,FWD,a,Available,100.0,,247,1,0,1,1,0,24.6,38.8,81.0,12.6,21
453,Garnacho,Alejandro Garnacho Ferreyra,7,Chelsea,MID,a,Available,,,759,10,1,3,1,0,136.2,227.8,259.0,61.7,21
672,Hato,Jorrel Hato,7,Chelsea,DEF,a,Available,100.0,,256,2,0,0,2,0,46.4,28.5,17.0,9.1,21
743,Emenalo,Landon Emenalo,7,Chelsea,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
789,Merrick,Max Merrick,7,Chelsea,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
253,Henderson,Dean Henderson,8,Crystal Palace,GK,a,Available,,,1890,21,0,0,2,0,454.0,10.0,0.0,46.3,21
254,Benitez,Walter Benítez,8,Crystal Palace,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
255,Matthews,Remi Matthews,8,Crystal Palace,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
256,Muñoz,Daniel Muñoz Mejía,8,Crystal Palace,DEF,d,Doubtful,50.0,Knee injury - 50% chance of playing,1260,14,3,3,4,0,336.0,128.1,240.0,70.2,21
257,Lacroix,Maxence Lacroix,8,Crystal Palace,DEF,a,Available,,,1890,21,0,2,3,0,495.0,71.7,100.0,66.6,21
258,Mitchell,Tyrick Mitchell,8,Crystal Palace,DEF,a,Available,,,1884,21,1,0,4,0,392.8,268.4,138.0,80.0,21
259,Sosa,Borna Sosa,8,Crystal Palace,DEF,a,Available,100.0,,28,0,0,0,0,0,4.6,10.9,4.0,1.9,21
260,Guéhi,Marc Guéhi,8,Crystal Palace,DEF,a,Available,100.0,,1800,20,2,4,4,0,489.8,137.0,212.0,83.9,21
261,Richards,Chris Richards,8,Crystal Palace,DEF,a,Available,100.0,,1522,17,0,0,0,0,382.6,68.1,62.0,51.5,21
262,Chadi Riad,Chadi Riad Dnanou,8,Crystal Palace,DEF,i,Injured,0.0,Lack of match fitness - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
263,Clyne,Nathaniel Clyne,8,Crystal Palace,DEF,d,Doubtful,50.0,Knock - 50% chance of playing,418,6,0,1,0,0,74.4,46.3,31.0,15.1,21
264,Holding,Rob Holding,8,Crystal Palace,DEF,u,Unavailable,0.0,Has joined Colorado Rapids permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
265,Kporha,Caleb Kporha,8,Crystal Palace,DEF,i,Injured,0.0,Back injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
267,Sarr,Ismaïla Sarr,8,Crystal Palace,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1009,12,3,1,1,0,200.8,152.3,214.0,56.8,21
268,Doucouré,Cheick Doucouré,8,Crystal Palace,MID,i,Injured,0.0,Knee injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
269,Esse,Romain Esse,8,Crystal Palace,MID,u,Unavailable,0.0,has joined Coventry City on loan for the rest of the season.,40,0,0,0,0,0,6.8,2.7,6.0,1.5,21
270,Hughes,Will Hughes,8,Crystal Palace,MID,a,Available,100.0,,867,10,0,0,4,0,120.8,183.3,63.0,36.8,21
271,Kamada,Daichi Kamada,8,Crystal Palace,MID,i,Injured,0.0,Hamstring injury - Expected back 21 Feb,1166,14,0,2,1,0,141.0,164.6,110.0,41.6,21
272,Lerma,Jefferson Lerma Solís,8,Crystal Palace,MID,d,Doubtful,50.0,Head injury - 50% chance of playing,751,7,0,2,4,0,123.0,104.9,72.0,30.0,21
273,Wharton,Adam Wharton,8,Crystal Palace,MID,a,Available,100.0,,1564,19,0,3,2,0,283.8,425.6,105.0,81.5,21
274,Agbinone,Asher Agbinone,8,Crystal Palace,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
275,Ahamada,Naouirou Ahamada,8,Crystal Palace,MID,u,Unavailable,0.0,has joined AJ Auxerre permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
276,Devenny,Justin Devenny,8,Crystal Palace,MID,a,Available,100.0,,503,4,1,0,0,0,83.2,92.5,162.0,33.8,21
277,Ebiowei,Malcolm Ebiowei,8,Crystal Palace,MID,u,Unavailable,0.0,Has joined Blackpool permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
278,J.Rak-Sakyi,Jesurun Rak-Sakyi,8,Crystal Palace,MID,u,Unavailable,0.0,has joined Caykur Rizespor on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
279,M.França,Matheus França de Oliveira,8,Crystal Palace,MID,u,Unavailable,0.0,Has joined CR Vasco da Gama on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
280,Ozoh,David Ozoh,8,Crystal Palace,MID,u,Unavailable,0.0,Has joined Derby County on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
281,Rodney,Kaden Rodney,8,Crystal Palace,MID,a,Available,,,3,0,0,0,0,0,0.0,0.1,0.0,0.0,21
282,Umeh,Franco Umeh-Chibueze,8,Crystal Palace,MID,u,Unavailable,0.0,has joined Portsmouth permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
283,Mateta,Jean-Philippe Mateta,8,Crystal Palace,FWD,a,Available,100.0,,1730,21,8,0,2,0,387.2,103.6,600.0,108.9,21
284,Nketiah,Eddie Nketiah,8,Crystal Palace,FWD,i,Injured,0.0,Hamstring injury - Unknown return date,414,2,2,0,2,0,120.0,84.6,173.0,37.8,21
285,Édouard,Odsonne Édouard,8,Crystal Palace,FWD,u,Unavailable,0.0,has joined RC Lens permanently.,2,0,0,0,0,0,2.0,0.0,0.0,0.2,21
286,Marsh,Zach Marsh,8,Crystal Palace,FWD,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
580,Johnson,Brennan Johnson,8,Crystal Palace,MID,a,Available,,,763,8,2,0,4,0,148.4,123.5,153.0,42.4,21
690,Cardines,Rio Cardines,8,Crystal Palace,MID,i,Injured,0.0,Groin Injury - Expected back 25 Jan,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
712,Yeremy,Yéremy Pino Santos,8,Crystal Palace,MID,a,Available,100.0,,1347,17,1,1,3,0,196.4,405.3,275.0,87.4,21
723,Canvot,Jaydee Canvot,8,Crystal Palace,DEF,a,Available,100.0,,288,2,0,0,0,0,99.0,5.4,10.0,11.5,21
732,Uche,Christantus Uche,8,Crystal Palace,FWD,a,Available,,,109,0,0,1,0,0,10.8,4.2,65.0,7.7,21
762,Drakes-Thomas,Joél Drakes-Thomas,8,Crystal Palace,MID,a,Available,,,7,0,0,0,0,0,1.4,1.0,0.0,0.3,21
773,Benamar,Dean Benamar,8,Crystal Palace,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
780,Casey,Ben Casey,8,Crystal Palace,FWD,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
793,King,George King,8,Crystal Palace,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
242,Dewsbury-Hall,Kiernan Dewsbury-Hall,9,Everton,MID,i,Injured,0.0,Hamstring injury - Unknown return date,1257,15,4,3,5,0,286.8,315.4,189.0,79.1,21
287,Pickford,Jordan Pickford,9,Everton,GK,a,Available,,,1890,21,0,0,0,0,505.4,0.1,0.0,50.5,21
288,Travers,Mark Travers,9,Everton,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
289,Tyrer,Harry Tyrer,9,Everton,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
290,Branthwaite,Jarrad Branthwaite,9,Everton,DEF,d,Doubtful,50.0,Hamstring injury - 50% chance of playing,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
291,Tarkowski,James Tarkowski,9,Everton,DEF,a,Available,,,1890,21,0,1,4,0,553.0,167.6,162.0,88.5,21
292,Mykolenko,Vitalii Mykolenko,9,Everton,DEF,a,Available,100.0,,1615,18,0,0,4,0,295.8,176.5,49.0,52.1,21
293,O'Brien,Jake O'Brien,9,Everton,DEF,a,Available,,,1758,19,0,1,1,0,312.8,170.0,90.0,57.6,21
294,Coleman,Séamus Coleman,9,Everton,DEF,i,Injured,0.0,Hamstring injury - Unknown return date,11,1,0,0,0,0,0.0,0.1,0.0,0.0,21
295,Keane,Michael Keane,9,Everton,DEF,s,Suspended,0.0,Suspended until 31 Jan,1676,19,3,0,0,1,515.4,26.0,178.0,71.8,21
296,Patterson,Nathan Patterson,9,Everton,DEF,a,Available,100.0,,76,1,0,0,0,0,23.0,1.7,17.0,4.1,21
297,Dixon,Roman Dixon,9,Everton,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
298,Welch,Reece Welch,9,Everton,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
299,Ndiaye,Iliman Ndiaye,9,Everton,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1343,16,4,2,2,0,341.0,240.2,294.0,87.6,21
300,McNeil,Dwight McNeil,9,Everton,MID,a,Available,,,480,5,0,1,0,0,66.4,110.2,36.0,21.2,21
301,Alcaraz,Carlos Alcaraz Durán,9,Everton,MID,i,Injured,0.0,Knock - Unknown return date,656,6,0,1,3,0,79.4,144.0,156.0,38.0,21
302,Gana,Idrissa Gana Gueye,9,Everton,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1051,13,2,0,0,1,198.6,112.5,112.0,42.3,21
303,Garner,James Garner,9,Everton,MID,a,Available,,,1883,21,2,3,4,0,495.0,433.8,168.0,109.8,21
304,Iroegbunam,Tim Iroegbunam,9,Everton,MID,d,Doubtful,75.0,Knock - 75% chance of playing,923,11,0,3,7,0,162.8,79.4,46.0,28.7,21
305,Armstrong,Harrison Armstrong,9,Everton,MID,a,Available,100.0,,100,1,0,0,0,0,18.6,17.6,2.0,3.8,21
306,Bates,Callum Bates,9,Everton,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
307,Ebere,Coby Ebere,9,Everton,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
308,Heath,Isaac Heath,9,Everton,MID,u,Unavailable,0.0,has joined Accrington on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
309,Metcalfe,Jenson Metcalfe,9,Everton,MID,u,Unavailable,0.0,Has joined Bradford City permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
310,Barry,Thierno Barry,9,Everton,FWD,a,Available,,,1098,13,3,0,2,0,133.6,102.1,249.0,47.0,21
311,Beto,Norberto Bercique Gomes Betuncal,9,Everton,FWD,a,Available,,,824,8,2,0,1,0,125.8,52.6,289.0,45.3,21
312,Y.Chermiti,Youssef Ramalho Chermiti,9,Everton,FWD,u,Unavailable,0.0,has joined Rangers permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
313,Sherif,Martin Sherif,9,Everton,FWD,u,Unavailable,0.0,has joined Rotherham United on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
419,Grealish,Jack Grealish,9,Everton,MID,a,Available,100.0,,1537,17,2,6,3,1,371.0,515.9,381.0,126.8,21
630,King,Tom King,9,Everton,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
667,Aznou,Adam Aznou,9,Everton,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
704,Onyango,Tyler Onyango,9,Everton,MID,u,Unavailable,0.0,has joined Stockport County on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
705,Campbell,Elijah Campbell,9,Everton,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
707,Dibling,Tyler Dibling,9,Everton,MID,a,Available,,,319,4,0,0,2,0,40.8,48.7,28.0,11.4,21
728,Röhl,Merlin Röhl,9,Everton,MID,a,Available,100.0,,263,1,0,0,0,0,50.8,44.0,26.0,12.1,21
779,Graham,Braiden Graham,9,Everton,FWD,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
314,Leno,Bernd Leno,10,Fulham,GK,a,Available,,,1890,21,0,0,3,0,462.6,0.0,0.0,46.1,21
