id,web_name,full_name,team_id,team_name,position,status,status_description,chance_of_playing_next,news,minutes,starts,goals_scored,assists,yellow_cards,red_cards,influence,creativity,threat,ict_index,current_gameweek
315,Benda,Steven Benda,10,Fulham,GK,u,Unavailable,0.0,Has joined Millwall on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
316,Robinson,Antonee Robinson,10,Fulham,DEF,a,Available,100.0,,583,6,0,0,0,0,151.6,190.2,32.0,37.4,21
317,Andersen,Joachim Andersen,10,Fulham,DEF,a,Available,100.0,,1751,20,0,0,4,0,497.8,76.1,79.0,65.4,21
318,Bassey,Calvin Bassey,10,Fulham,DEF,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1358,15,1,0,3,0,335.2,74.1,54.0,46.5,21
319,Castagne,Timothy Castagne,10,Fulham,DEF,a,Available,,,764,8,0,1,2,0,150.6,115.5,83.0,35.0,21
320,Diop,Issa Diop,10,Fulham,DEF,a,Available,,,410,4,0,0,1,0,70.2,4.3,8.0,8.3,21
321,J.Cuenca,Jorge Cuenca Barreno,10,Fulham,DEF,a,Available,,,573,7,0,0,3,0,150.4,23.2,6.0,18.0,21
322,Tete,Kenny Tete,10,Fulham,DEF,i,Injured,0.0,Hamstring injury - Unknown return date,1346,16,1,0,2,0,322.4,137.2,79.0,53.9,21
323,Amissah,Samuel Amissah,10,Fulham,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
324,Iwobi,Alex Iwobi,10,Fulham,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1329,16,2,2,2,0,264.8,361.1,146.0,77.3,21
325,Smith Rowe,Emile Smith Rowe,10,Fulham,MID,a,Available,100.0,,902,9,3,1,1,0,191.8,194.9,225.0,61.2,21
326,Adama,Adama Traoré Diarra,10,Fulham,MID,a,Available,,,261,1,0,0,0,0,20.2,61.8,57.0,13.5,21
327,Andreas,Andreas Hoelgebaum Pereira,10,Fulham,MID,u,Unavailable,0.0,has joined Palmeiras permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
328,Sessegnon,Ryan Sessegnon,10,Fulham,MID,a,Available,100.0,,1123,13,2,2,0,0,253.0,122.5,128.0,50.3,21
329,Wilson,Harry Wilson,10,Fulham,MID,a,Available,100.0,,1497,18,7,6,5,0,444.8,319.9,387.0,114.9,21
330,Berge,Sander Berge,10,Fulham,MID,a,Available,,,1721,20,0,2,3,0,296.0,239.3,46.0,58.3,21
331,Cairney,Tom Cairney,10,Fulham,MID,a,Available,100.0,,397,3,1,0,2,0,75.6,80.5,43.0,20.1,21
332,Lukić,Saša Lukić,10,Fulham,MID,a,Available,100.0,,1143,14,1,3,5,0,225.4,326.9,102.0,65.4,21
333,Godo,Martial Godo,10,Fulham,MID,u,Unavailable,0.0,has joined Strasbourg permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
334,Harris,Luke Harris,10,Fulham,MID,u,Unavailable,0.0,Has joined Oxford United on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
335,King,Josh King,10,Fulham,MID,i,Injured,0.0,Knee injury - Unknown return date,863,11,0,1,3,0,104.0,105.2,172.0,37.3,21
336,Reed,Harrison Reed,10,Fulham,MID,a,Available,,,14,0,1,0,0,0,35.6,8.4,7.0,5.1,21
337,Raúl,Raúl Jiménez Rodríguez,10,Fulham,FWD,a,Available,100.0,,1308,16,5,4,4,0,281.8,205.1,438.0,92.0,21
338,Muniz,Rodrigo Muniz Carvalho,10,Fulham,FWD,i,Injured,0.0,Hamstring injury - Expected back 22 Feb,348,4,1,1,1,0,61.8,42.0,122.0,22.2,21
664,Lecomte,Benjamin Lecomte,10,Fulham,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
727,Chukwueze,Samuel Chukwueze,10,Fulham,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,393,3,2,4,0,0,170.6,140.8,124.0,43.6,21
731,Kevin,Kevin Santos Lopes de Macedo,10,Fulham,MID,a,Available,100.0,,706,6,0,2,1,0,155.6,187.8,180.0,52.2,21
737,Kusi-Asare,Jonah Kusi-Asare,10,Fulham,FWD,a,Available,,,28,0,0,0,0,0,1.2,11.4,8.0,2.1,21
770,Ridgeon,Seth Ridgeon,10,Fulham,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
786,McNally,Alfie McNally,10,Fulham,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
339,Meslier,Illan Meslier,11,Leeds,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
340,Cairns,Alex Cairns,11,Leeds,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
341,Darlow,Karl Darlow,11,Leeds,GK,a,Available,,,450,5,0,0,0,0,105.0,0.0,0.0,10.5,21
342,Bogle,Jayden Bogle,11,Leeds,DEF,d,Doubtful,50.0,Calf injury - 50% chance of playing,1580,18,0,2,4,0,209.4,140.8,108.0,45.9,21
343,Struijk,Pascal Struijk,11,Leeds,DEF,a,Available,100.0,,1628,18,0,1,3,0,397.4,104.2,170.0,67.1,21
344,Bijol,Jaka Bijol,11,Leeds,DEF,a,Available,100.0,,982,11,1,2,1,0,268.4,37.7,129.0,43.5,21
345,Bornauw,Sebastiaan Bornauw,11,Leeds,DEF,d,Doubtful,75.0,Hip injury - 75% chance of playing,164,2,0,0,0,0,24.6,4.9,6.0,3.5,21
346,Byram,Sam Byram,11,Leeds,DEF,a,Available,,,7,0,0,0,0,0,0.0,0.0,0.0,0.0,21
347,Gudmundsson,Gabriel Gudmundsson,11,Leeds,DEF,a,Available,100.0,,1740,20,0,0,2,0,334.4,301.6,114.0,75.1,21
348,Rodon,Joe Rodon,11,Leeds,DEF,a,Available,100.0,,1650,19,2,0,1,0,424.2,60.2,154.0,63.9,21
349,Schmidt,Isaac Schmidt,11,Leeds,DEF,u,Unavailable,0.0,has joined Werder Bremen on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
350,Aaronson,Brenden Aaronson,11,Leeds,MID,a,Available,,,1242,14,4,6,1,0,332.6,273.5,334.0,94.0,21
351,Gnonto,Wilfried Gnonto,11,Leeds,MID,a,Available,100.0,,317,4,0,2,2,0,57.8,73.1,27.0,15.9,21
352,Harrison,Jack Harrison,11,Leeds,MID,a,Available,100.0,,262,1,0,0,0,0,30.0,49.4,35.0,11.5,21
353,James,Daniel James,11,Leeds,MID,i,Injured,0.0,Hamstring injury - Expected back 31 Jan,348,4,0,0,0,0,36.0,95.0,87.0,21.9,21
354,Ampadu,Ethan Ampadu,11,Leeds,MID,a,Available,100.0,,1589,18,1,0,6,0,317.6,150.2,77.0,54.7,21
355,Greenwood,Sam Greenwood,11,Leeds,MID,u,Unavailable,0.0,has joined Pogon Szczecin permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
356,Gruev,Ilia Gruev,11,Leeds,MID,a,Available,,,650,7,0,2,1,0,97.4,72.2,6.0,17.6,21
357,Ramazani,Largie Ramazani,11,Leeds,MID,u,Unavailable,0.0,has joined Valencia on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
358,Tanaka,Tanaka Ao,11,Leeds,MID,a,Available,100.0,,704,7,2,0,1,0,133.0,122.5,78.0,33.3,21
359,Crew,Charlie Crew,11,Leeds,MID,u,Unavailable,0.0,Has joined Doncaster Rovers on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
360,Gelhardt,Joe Gelhardt,11,Leeds,MID,u,Unavailable,0.0,Has joined Hull City on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
361,Gyabi,Darko Gyabi,11,Leeds,MID,u,Unavailable,0.0,has joined Hull City permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
362,Piroe,Joël Piroe,11,Leeds,FWD,a,Available,100.0,,201,2,0,0,0,0,6.0,20.7,90.0,11.2,21
363,Bamford,Patrick Bamford,11,Leeds,FWD,u,Unavailable,0.0,has departed the club as a free agent.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
364,Mateo Joseph,Mateo Joseph Fernández-Regatillo,11,Leeds,FWD,u,Unavailable,0.0,Has joined RCD Mallorca on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
365,Nmecha,Lukas Nmecha,11,Leeds,FWD,a,Available,100.0,,593,6,4,0,0,0,161.8,44.7,242.0,44.9,21
493,Longstaff,Sean Longstaff,11,Leeds,MID,a,Available,100.0,,877,10,1,2,1,0,228.2,327.0,54.0,60.9,21
660,Stach,Anton Stach,11,Leeds,MID,a,Available,100.0,,1529,18,3,5,2,0,392.8,603.6,213.0,121.1,21
665,Perri,Lucas Estella Perri,11,Leeds,GK,a,Available,100.0,,1440,16,0,0,2,0,322.4,0.0,0.0,32.2,21
691,Calvert-Lewin,Dominic Calvert-Lewin,11,Leeds,FWD,a,Available,100.0,,1309,14,9,2,1,0,361.4,186.2,573.0,111.3,21
698,Okafor,Noah Okafor,11,Leeds,MID,a,Available,100.0,,1031,13,2,2,2,0,170.6,160.9,257.0,58.9,21
706,Justin,James Justin,11,Leeds,DEF,a,Available,,,429,4,0,0,1,0,84.2,7.7,23.0,11.6,21
741,Gray,Harry Gray,11,Leeds,FWD,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
787,Chambers,Sam Chambers,11,Leeds,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
366,A.Becker,Alisson Becker,12,Liverpool,GK,a,Available,100.0,,1440,16,0,0,0,0,280.6,0.1,0.0,28.0,21
367,Mamardashvili,Giorgi Mamardashvili,12,Liverpool,GK,a,Available,,,450,5,0,0,0,0,140.0,0.0,0.0,13.9,21
368,Pécsi,Ármin Pécsi,12,Liverpool,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
369,Woodman,Freddie Woodman,12,Liverpool,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
370,Frimpong,Jeremie Frimpong,12,Liverpool,DEF,a,Available,100.0,,390,4,0,4,0,0,58.2,73.4,67.0,20.0,21
371,Kerkez,Milos Kerkez,12,Liverpool,DEF,a,Available,,,1413,17,1,0,3,0,283.0,240.5,96.0,62.0,21
372,Robertson,Andrew Robertson,12,Liverpool,DEF,a,Available,,,481,4,0,0,0,0,105.2,166.8,49.0,32.2,21
373,Virgil,Virgil van Dijk,12,Liverpool,DEF,a,Available,,,1890,21,0,0,3,0,567.6,116.4,142.0,82.5,21
374,Konaté,Ibrahima Konaté,12,Liverpool,DEF,a,Available,100.0,,1786,21,0,0,5,0,456.4,99.4,71.0,62.9,21
375,Bradley,Conor Bradley,12,Liverpool,DEF,i,Injured,0.0,Knee injury - Unknown return date,928,12,0,2,5,0,157.4,105.2,62.0,32.3,21
376,Gomez,Joe Gomez,12,Liverpool,DEF,a,Available,100.0,,246,3,0,2,2,0,70.2,56.3,20.0,14.6,21
377,Tsimikas,Konstantinos Tsimikas,12,Liverpool,DEF,u,Unavailable,0.0,has joined AS Roma on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
378,Nallo,Amara Nallo,12,Liverpool,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
379,R.Williams,Rhys Williams,12,Liverpool,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
380,Ramsay,Calvin Ramsay,12,Liverpool,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
381,M.Salah,Mohamed Salah,12,Liverpool,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1183,12,4,3,1,0,283.2,454.7,408.0,114.6,21
382,Wirtz,Florian Wirtz,12,Liverpool,MID,a,Available,100.0,,1404,16,2,2,1,0,265.2,515.9,368.0,115.0,21
383,Luis Díaz,Luis Díaz Marulanda,12,Liverpool,MID,u,Unavailable,0.0,Has joined Bayern Munch permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
384,Gakpo,Cody Gakpo,12,Liverpool,MID,a,Available,100.0,,1344,15,5,3,1,0,300.0,377.3,435.0,111.1,21
385,Chiesa,Federico Chiesa,12,Liverpool,MID,a,Available,100.0,,227,1,2,1,2,0,111.0,32.7,104.0,24.8,21
386,Mac Allister,Alexis Mac Allister,12,Liverpool,MID,a,Available,100.0,,1386,17,0,2,3,0,199.6,264.0,160.0,62.4,21
387,Szoboszlai,Dominik Szoboszlai,12,Liverpool,MID,a,Available,100.0,,1792,20,2,1,5,0,390.0,629.8,210.0,122.9,21
388,C.Jones,Curtis Jones,12,Liverpool,MID,a,Available,100.0,,964,9,0,1,1,0,179.4,249.4,78.0,50.5,21
390,Gravenberch,Ryan Gravenberch,12,Liverpool,MID,a,Available,100.0,,1681,19,4,3,3,0,422.8,280.2,115.0,81.8,21
392,Endo,Endo Wataru,12,Liverpool,MID,a,Available,100.0,,43,0,0,1,1,0,31.2,11.1,0.0,4.2,21
393,Bajcetic,Stefan Bajčetić Maquieira,12,Liverpool,MID,i,Injured,0.0,Hamstring injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
394,McConnell,James McConnell,12,Liverpool,MID,u,Unavailable,0.0,has joined Ajax on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
395,Morton,Tyler Morton,12,Liverpool,MID,u,Unavailable,0.0,Has joined Lyon permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
396,Nyoni,Trey Nyoni,12,Liverpool,MID,a,Available,,,2,0,0,0,0,0,2.2,10.3,0.0,1.3,21
397,Darwin,Darwin Núñez Ribeiro,12,Liverpool,FWD,u,Unavailable,0.0,Has joined Al-Hilal permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
398,Danns,Jayden Danns,12,Liverpool,FWD,i,Injured,0.0,Hamstring injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
499,Isak,Alexander Isak,12,Liverpool,FWD,i,Injured,0.0,Ankle injury - Unknown return date,501,6,2,1,0,0,97.6,36.5,143.0,26.9,21
661,Ekitiké,Hugo Ekitiké,12,Liverpool,FWD,a,Available,100.0,,1128,13,8,2,0,0,354.6,168.5,431.0,94.4,21
686,Ngumoha,Rio Ngumoha,12,Liverpool,MID,a,Available,,,48,0,1,0,0,0,49.6,56.6,27.0,13.4,21
692,Leoni,Giovanni Leoni,12,Liverpool,DEF,i,Injured,0.0,Knee injury - Expected back 01 Sep,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
746,Morrison,Kieran Morrison,12,Liverpool,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
760,Lucky,Wellity Lucky,12,Liverpool,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
82,Semenyo,Antoine Semenyo,13,Man City,MID,a,Available,100.0,,1800,20,10,5,6,0,553.4,347.8,611.0,151.4,21
182,Trafford,James Trafford,13,Man City,GK,a,Available,,,270,3,0,0,0,0,100.2,0.0,0.0,10.1,21
399,Ederson M.,Ederson Santana de Moraes,13,Man City,GK,u,Unavailable,0.0,has joined Fenerbache permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
400,Ortega Moreno,Stefan Ortega Moreno,13,Man City,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
401,Bettinelli,Marcus Bettinelli,13,Man City,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
402,Aït-Nouri,Rayan Aït-Nouri,13,Man City,DEF,a,Available,100.0,,204,3,0,0,1,0,46.4,37.8,7.0,9.1,21
403,Gvardiol,Joško Gvardiol,13,Man City,DEF,i,Injured,0.0,Leg injury - Unknown return date,1301,15,2,2,2,0,354.6,104.7,193.0,65.3,21
404,Akanji,Manuel Akanji,13,Man City,DEF,u,Unavailable,0.0,has joined Inter Milan on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
405,Aké,Nathan Aké,13,Man City,DEF,a,Available,,,394,3,0,0,1,0,84.0,66.8,21.0,17.3,21
406,Khusanov,Abdukodir Khusanov,13,Man City,DEF,a,Available,100.0,,379,4,0,0,1,0,70.2,11.9,0.0,8.3,21
407,Matheus N.,Matheus Nunes,13,Man City,DEF,a,Available,,,1575,17,1,4,3,0,417.6,237.9,52.0,71.0,21
408,Rúben,Rúben dos Santos Gato Alves Dias,13,Man City,DEF,i,Injured,0.0,Hamstring injury - Expected back 11 Feb,1705,19,2,0,2,0,458.0,91.8,94.0,64.5,21
409,Stones,John Stones,13,Man City,DEF,i,Injured,0.0,Thigh injury - Unknown return date,351,4,0,0,0,0,76.6,19.6,2.0,9.8,21
410,Lewis,Rico Lewis,13,Man City,DEF,a,Available,100.0,,221,2,0,1,0,0,58.6,73.9,33.0,16.5,21
411,O'Reilly,Nico O'Reilly,13,Man City,DEF,a,Available,100.0,,1476,16,1,3,3,0,343.6,256.0,200.0,80.0,21
412,Vitor Reis,Vitor de Oliveira Nunes dos Reis,13,Man City,DEF,u,Unavailable,0.0,Has joined Girona on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
413,Marmoush,Omar Marmoush,13,Man City,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,204,2,0,1,0,0,41.4,39.1,93.0,17.2,21
414,Foden,Phil Foden,13,Man City,MID,a,Available,100.0,,1567,18,7,2,3,0,440.6,650.0,364.0,145.2,21
415,Savinho,Sávio Moreira de Oliveira,13,Man City,MID,i,Injured,0.0,Thigh injury - Expected back 21 Feb,531,5,0,2,1,0,75.0,138.1,218.0,43.1,21
416,Bernardo,Bernardo Mota Veiga de Carvalho e Silva,13,Man City,MID,a,Available,,,1493,17,0,2,5,0,183.4,321.7,99.0,60.3,21
417,Cherki,Rayan Cherki,13,Man City,MID,a,Available,100.0,,834,10,2,8,1,0,338.2,512.3,265.0,111.7,21
418,Doku,Jérémy Doku,13,Man City,MID,a,Available,100.0,,1084,12,1,7,0,0,295.8,549.3,372.0,121.6,21
420,Gündoğan,İlkay Gündoğan,13,Man City,MID,u,Unavailable,0.0,has joined Galatasaray permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
421,Rodrigo,Rodrigo 'Rodri' Hernandez Cascante,13,Man City,MID,a,Available,100.0,,453,5,0,0,0,0,97.4,123.1,29.0,24.9,21
422,Kovačić,Mateo Kovačić,13,Man City,MID,i,Injured,0.0,Ankle injury - Unknown return date,4,0,0,0,0,0,2.6,0.8,0.0,0.3,21
423,N.Gonzalez,Nico González Iglesias,13,Man City,MID,a,Available,100.0,,1331,15,1,0,4,0,269.0,183.5,64.0,51.6,21
424,Bobb,Oscar Bobb,13,Man City,MID,d,Doubtful,25.0,Hamstring injury - 25% chance of playing,464,5,0,1,1,0,69.8,154.3,87.0,31.2,21
425,Echeverri,Claudio Echeverri,13,Man City,MID,u,Unavailable,0.0,Has joined Bayer Leverkusen on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
427,Reijnders,Tijjani Reijnders,13,Man City,MID,a,Available,,,1332,16,5,2,2,0,318.8,292.3,360.0,96.6,21
428,Nypan,Sverre Nypan,13,Man City,MID,u,Unavailable,0.0,Has joined Middlesbrough on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
429,Phillips,Kalvin Phillips,13,Man City,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
430,Haaland,Erling Haaland,13,Man City,FWD,a,Available,100.0,,1822,21,20,4,0,0,828.6,152.7,1021.0,200.4,21
736,Donnarumma,Gianluigi Donnarumma,13,Man City,GK,a,Available,,,1620,18,0,0,5,0,330.0,0.0,0.0,33.1,21
739,Mukasa,Divine Mukasa,13,Man City,MID,a,Available,,,15,0,0,0,0,0,2.0,17.8,0.0,2.0,21
740,Mfuni,Stephen Mfuni,13,Man City,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
742,McAidoo,Ryan McAidoo,13,Man City,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
763,Gray,Charlie Gray,13,Man City,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
764,Heskey,Reigan Heskey,13,Man City,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
794,Alleyne,Max Alleyne,13,Man City,DEF,a,Available,,,90,1,0,0,0,0,25.8,12.8,9.0,4.8,21
119,Mbeumo,Bryan Mbeumo,14,Man Utd,MID,a,Available,100.0,,1405,16,6,1,3,0,360.0,472.6,527.0,135.9,21
431,Bayindir,Altay Bayındır,14,Man Utd,GK,a,Available,,,540,6,0,0,0,0,118.4,10.0,0.0,12.8,21
432,Onana,André Onana,14,Man Utd,GK,u,Unavailable,0.0,has joined Trabzonspor on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
433,Harrison,Elyh Harrison,14,Man Utd,GK,u,Unavailable,0.0,On loan to Shrewsbury Town,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
434,Heaton,Tom Heaton,14,Man Utd,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
435,Mee,Dermot Mee,14,Man Utd,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
436,De Ligt,Matthijs de Ligt,14,Man Utd,DEF,d,Doubtful,25.0,Back injury - 25% chance of playing,1170,13,1,0,0,0,276.6,60.2,122.0,45.7,21
437,Martinez,Lisandro Martínez,14,Man Utd,DEF,a,Available,100.0,,454,4,0,0,0,0,116.8,51.7,6.0,17.6,21
438,Mazraoui,Noussair Mazraoui,14,Man Utd,DEF,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,439,6,0,0,1,0,106.6,51.1,14.0,17.1,21
439,D.Leon,Diego León Blanco,14,Man Utd,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
440,Dalot,Diogo Dalot Teixeira,14,Man Utd,DEF,a,Available,100.0,,1404,16,1,5,2,0,304.6,276.4,111.0,69.2,21
441,Dorgu,Patrick Dorgu,14,Man Utd,DEF,a,Available,,,1159,12,1,3,5,0,314.8,338.0,195.0,84.8,21
442,Maguire,Harry Maguire,14,Man Utd,DEF,a,Available,100.0,,341,4,1,1,0,0,86.8,16.3,40.0,14.3,21
443,Shaw,Luke Shaw,14,Man Utd,DEF,a,Available,,,1818,21,0,1,3,0,322.4,214.5,33.0,57.0,21
444,Yoro,Leny Yoro,14,Man Utd,DEF,a,Available,,,1133,12,0,1,0,0,194.6,61.3,73.0,32.8,21
445,Amass,Harry Amass,14,Man Utd,DEF,u,Unavailable,0.0,has joined Sheffield Wednesday on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
446,Fredricson,Tyler Fredricson,14,Man Utd,DEF,a,Available,,,2,0,0,0,0,0,4.0,0.0,0.0,0.4,21
447,Heaven,Ayden Heaven,14,Man Utd,DEF,a,Available,100.0,,635,8,0,1,1,0,174.6,27.2,26.0,22.8,21
448,Malacia,Tyrell Malacia,14,Man Utd,DEF,a,Available,,,2,0,0,0,0,0,3.0,0.0,0.0,0.3,21
449,B.Fernandes,Bruno Borges Fernandes,14,Man Utd,MID,a,Available,100.0,,1535,18,5,8,2,0,632.0,823.4,335.0,179.3,21
450,Cunha,Matheus Santos Carneiro da Cunha,14,Man Utd,MID,a,Available,100.0,,1372,16,4,1,1,0,325.8,305.9,463.0,109.6,21
451,Rashford,Marcus Rashford,14,Man Utd,MID,u,Unavailable,0.0,Has joined Barcelona on loan for the rest of the season,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
452,Amad,Amad Diallo,14,Man Utd,MID,a,Available,100.0,,1203,14,2,4,1,0,287.2,392.2,301.0,98.2,21
454,Antony,Antony dos Santos,14,Man Utd,MID,u,Unavailable,0.0,has joined Real Betis permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
455,Mount,Mason Mount,14,Man Utd,MID,a,Available,100.0,,811,10,3,0,0,0,162.4,198.5,158.0,51.9,21
457,Casemiro,Carlos Henrique Casimiro,14,Man Utd,MID,a,Available,100.0,,1304,18,4,3,5,1,394.4,274.0,252.0,92.2,21
458,Mainoo,Kobbie Mainoo,14,Man Utd,MID,a,Available,100.0,,228,0,0,0,0,0,48.4,90.1,18.0,15.7,21
459,Ugarte,Manuel Ugarte Ribeiro,14,Man Utd,MID,a,Available,,,721,7,0,0,1,0,114.2,60.7,32.0,20.5,21
460,Collyer,Toby Collyer,14,Man Utd,MID,u,Unavailable,0.0,Has joined West Bromwich Albion on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
461,Fitzgerald,Jayce Fitzgerald,14,Man Utd,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
462,J.Fletcher,Jack Fletcher,14,Man Utd,MID,a,Available,,,107,0,0,0,0,0,18.6,24.4,5.0,4.8,21
463,Kone,Sékou Koné,14,Man Utd,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
464,Moorhouse,Jack Moorhouse,14,Man Utd,MID,u,Unavailable,0.0,has joined Leyton Orient on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
465,Højlund,Rasmus Højlund,14,Man Utd,FWD,u,Unavailable,0.0,has joined Napoli on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
466,Zirkzee,Joshua Zirkzee,14,Man Utd,FWD,a,Available,100.0,,481,4,2,1,1,0,141.0,129.2,166.0,43.3,21
467,Obi,Chido Obi,14,Man Utd,FWD,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
468,Wheatley,Ethan Wheatley,14,Man Utd,FWD,u,Unavailable,0.0,has joined Northampton Town on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
681,Šeško,Benjamin Sesko,14,Man Utd,FWD,a,Available,100.0,,1038,11,4,2,1,0,227.4,125.2,486.0,83.1,21
733,Lammens,Senne Lammens,14,Man Utd,GK,a,Available,,,1350,15,0,0,0,0,287.2,0.0,2.0,28.9,21
755,Lacey,Shea Lacey,14,Man Utd,MID,s,Suspended,0.0,Suspended until 25 Jan,12,0,0,0,0,0,4.0,1.5,11.0,1.5,21
769,Bendito Mantato,Bendito Mantato,14,Man Utd,MID,a,Available,,,15,0,0,0,0,0,2.2,11.7,0.0,1.4,21
771,Fletcher,Tyler Fletcher,14,Man Utd,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
788,Kukonki,Godwill Kukonki,14,Man Utd,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
52,J.Ramsey,Jacob Ramsey,15,Newcastle,MID,a,Available,100.0,,505,4,0,0,2,0,60.6,139.1,64.0,26.4,21
135,Wissa,Yoane Wissa,15,Newcastle,FWD,a,Available,100.0,,241,2,1,0,1,0,38.8,19.6,95.0,14.8,21
469,Pope,Nick Pope,15,Newcastle,GK,a,Available,100.0,,1336,15,0,1,1,0,358.2,0.0,0.0,35.8,21
471,Gillespie,Mark Gillespie,15,Newcastle,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
