id,web_name,full_name,team_id,team_name,position,status,status_description,chance_of_playing_next,news,minutes,starts,goals_scored,assists,yellow_cards,red_cards,influence,creativity,threat,ict_index,current_gameweek,recent_minutes_last_5,times_unavailable_last_10,max_consecutive_unavailable,total_minutes_last_10,total_upcoming_fixtures,congestion_level,workload_intensity,is_overworked,availability_score,injury_prone,physical_demand,position_risk,congestion_numeric
226,Chalobah,Trevoh Chalobah,7,Chelsea,DEF,a,Available,100.0,,1740,20,3,1,3,1,497.2,82.5,143.0,72.2,21,450,0,1,900,17,High,82.85714285714286,1,10,0,6,1,2
227,Colwill,Levi Samuels Colwill,7,Chelsea,DEF,i,Injured,0.0,Anterior cruciate ligament - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
228,Gusto,Malo Gusto,7,Chelsea,DEF,a,Available,100.0,,1216,13,2,2,1,1,273.2,200.1,118.0,59.1,21,329,0,1,667,17,High,86.85714285714286,0,10,0,4,1,2
229,B.Badiashile,Benoît Badiashile Mukinayi,7,Chelsea,DEF,a,Available,100.0,,335,4,0,0,2,0,57.8,6.2,0.0,6.5,21,180,6,5,270,17,High,67.0,0,4,1,2,1,2
230,Fofana,Wesley Fofana,7,Chelsea,DEF,a,Available,100.0,,757,9,0,0,1,0,214.8,14.7,22.0,25.2,21,180,5,4,450,17,High,75.7,0,5,1,1,1,2
231,M.Sarr,Mamadou Sarr,7,Chelsea,DEF,u,Unavailable,0.0,Has joined RC Strasbourg on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
232,Tosin,Tosin Adarabioyo,7,Chelsea,DEF,a,Available,100.0,,647,6,0,0,2,0,190.8,31.8,19.0,24.2,21,90,7,6,270,17,High,92.42857142857143,0,3,1,2,1,2
233,Acheampong,Josh Acheampong,7,Chelsea,DEF,a,Available,100.0,,468,6,1,0,0,0,107.8,25.6,64.0,19.9,21,120,7,9,120,17,High,66.85714285714286,0,3,1,0,1,2
234,Anselmino,Aarón Anselmino,7,Chelsea,DEF,u,Unavailable,0.0,has joined Borussia Dortmund on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
235,Palmer,Cole Palmer,7,Chelsea,MID,a,Available,100.0,,663,9,3,1,1,0,161.2,113.2,197.0,47.0,21,376,2,8,519,17,High,66.3,0,8,0,1,2,2
236,Neto,Pedro Lomba Neto,7,Chelsea,MID,a,Available,100.0,,1639,19,5,4,2,0,379.4,527.9,378.0,128.8,21,405,0,0,810,17,High,81.95,1,10,0,2,2,2
237,Enzo,Enzo Fernández,7,Chelsea,MID,a,Available,100.0,,1700,19,6,2,5,0,463.4,502.9,501.0,146.8,21,370,0,1,820,17,High,85.0,0,10,0,5,2,2
238,Estêvão,Estêvão Almeida de Oliveira Gonçalves,7,Chelsea,MID,a,Available,100.0,,602,8,1,4,3,0,120.4,189.0,233.0,54.1,21,153,3,1,265,17,High,66.88888888888889,0,7,1,3,2,2
239,Gittens,Jamie Bynoe-Gittens,7,Chelsea,MID,a,Available,100.0,,445,4,0,2,0,0,93.0,128.8,91.0,31.2,21,22,5,2,197,17,High,89.0,0,5,1,0,2,2
240,Nkunku,Christopher Nkunku,7,Chelsea,MID,u,Unavailable,0.0,has joined AC Milan permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
241,Caicedo,Moisés Caicedo Corozo,7,Chelsea,MID,a,Available,100.0,,1342,15,3,1,5,1,375.6,191.6,85.0,65.0,21,360,5,3,397,17,High,83.875,0,5,1,8,2,2
243,George,Tyrique George,7,Chelsea,MID,a,Available,100.0,,142,0,0,0,2,0,8.2,7.0,56.0,7.1,21,0,10,12,0,17,High,142.0,0,0,1,2,2,2
244,Lavia,Roméo Lavia,7,Chelsea,MID,i,Injured,0.0,Thigh injury - Unknown return date,105,1,0,0,0,0,9.6,7.5,2.0,1.8,21,0,10,11,0,17,High,52.5,0,0,1,0,2,2
245,Mudryk,Mykhailo Mudryk,7,Chelsea,MID,s,Suspended,0.0,Suspended - unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
246,Andrey Santos,Andrey Nascimento dos Santos,7,Chelsea,MID,a,Available,100.0,,511,5,0,0,3,0,86.0,93.0,59.0,23.7,21,86,3,1,284,17,High,85.16666666666667,0,7,1,3,2,2
247,D.Essugo,Dário Luís Essugo,7,Chelsea,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
248,Paez,Kendry Páez Andrade,7,Chelsea,MID,u,Unavailable,0.0,Has joined RC Strasbourg on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
249,João Pedro,João Pedro Junqueira de Jesus,7,Chelsea,FWD,a,Available,100.0,,1521,18,6,3,2,0,380.2,329.7,458.0,116.4,21,261,0,0,592,17,High,80.05263157894737,0,10,0,2,2,2
250,Delap,Liam Delap,7,Chelsea,FWD,a,Available,100.0,,571,8,1,0,2,0,52.0,45.4,223.0,31.4,21,225,2,7,417,17,High,63.44444444444444,0,8,0,2,2,2
251,N.Jackson,Nicolas Jackson,7,Chelsea,FWD,u,Unavailable,0.0,has joined Bayern Munich on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
252,Marc Guiu,Marc Guiu Paz,7,Chelsea,FWD,a,Available,100.0,,247,1,0,1,1,0,24.6,38.8,81.0,12.6,21,0,7,6,85,17,High,123.5,0,3,1,1,2,2
453,Garnacho,Alejandro Garnacho Ferreyra,7,Chelsea,MID,a,Available,100.0,,759,10,1,3,1,0,136.2,227.8,259.0,61.7,21,203,3,3,417,17,High,69.0,0,7,1,1,2,2
672,Hato,Jorrel Hato,7,Chelsea,DEF,a,Available,100.0,,256,2,0,0,2,0,46.4,28.5,17.0,9.1,21,90,8,12,90,17,High,85.33333333333333,0,2,1,2,1,2
743,Emenalo,Landon Emenalo,7,Chelsea,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,15,0,17,High,0.0,0,0,1,0,2,2
789,Merrick,Max Merrick,7,Chelsea,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,2,2,0,17,High,0.0,0,8,0,0,0,2
253,Henderson,Dean Henderson,8,Crystal Palace,GK,a,Available,100.0,,1890,21,0,0,2,0,454.0,10.0,0.0,46.3,21,450,0,0,900,17,High,85.9090909090909,1,10,0,2,0,2
254,Benitez,Walter Benítez,8,Crystal Palace,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
255,Matthews,Remi Matthews,8,Crystal Palace,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
256,Muñoz,Daniel Muñoz Mejía,8,Crystal Palace,DEF,d,Doubtful,50.0,Knee injury - 50% chance of playing,1260,14,3,3,4,0,336.0,128.1,240.0,70.2,21,0,7,7,270,17,High,84.0,0,3,1,4,1,2
257,Lacroix,Maxence Lacroix,8,Crystal Palace,DEF,a,Available,100.0,,1890,21,0,2,3,0,495.0,71.7,100.0,66.6,21,450,0,0,900,17,High,85.9090909090909,1,10,0,3,1,2
258,Mitchell,Tyrick Mitchell,8,Crystal Palace,DEF,a,Available,100.0,,1884,21,1,0,4,0,392.8,268.4,138.0,80.0,21,450,0,0,894,17,High,85.63636363636364,1,10,0,4,1,2
259,Sosa,Borna Sosa,8,Crystal Palace,DEF,a,Available,100.0,,28,0,0,0,0,0,4.6,10.9,4.0,1.9,21,27,7,8,27,17,High,28.0,0,3,1,0,1,2
260,Guéhi,Marc Guéhi,8,Crystal Palace,DEF,a,Available,100.0,,1800,20,2,4,4,0,489.8,137.0,212.0,83.9,21,450,0,1,900,17,High,85.71428571428571,1,10,0,4,1,2
261,Richards,Chris Richards,8,Crystal Palace,DEF,a,Available,100.0,,1522,17,0,0,0,0,382.6,68.1,62.0,51.5,21,90,4,4,532,17,High,84.55555555555556,0,6,1,0,1,2
262,Chadi Riad,Chadi Riad Dnanou,8,Crystal Palace,DEF,i,Injured,0.0,Lack of match fitness - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
263,Clyne,Nathaniel Clyne,8,Crystal Palace,DEF,d,Doubtful,50.0,Knock - 50% chance of playing,418,6,0,1,0,0,74.4,46.3,31.0,15.1,21,262,4,11,414,17,High,59.714285714285715,0,6,1,0,1,2
264,Holding,Rob Holding,8,Crystal Palace,DEF,u,Unavailable,0.0,Has joined Colorado Rapids permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
265,Kporha,Caleb Kporha,8,Crystal Palace,DEF,i,Injured,0.0,Back injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
267,Sarr,Ismaïla Sarr,8,Crystal Palace,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1009,12,3,1,1,0,200.8,152.3,214.0,56.8,21,0,7,5,217,17,High,77.61538461538461,0,3,1,1,2,2
268,Doucouré,Cheick Doucouré,8,Crystal Palace,MID,i,Injured,0.0,Knee injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
269,Esse,Romain Esse,8,Crystal Palace,MID,u,Unavailable,0.0,has joined Coventry City on loan for the rest of the season.,40,0,0,0,0,0,6.8,2.7,6.0,1.5,21,16,7,15,16,17,High,40.0,0,3,1,0,2,2
270,Hughes,Will Hughes,8,Crystal Palace,MID,a,Available,100.0,,867,10,0,0,4,0,120.8,183.3,63.0,36.8,21,371,1,2,421,17,High,78.81818181818181,0,9,0,4,2,2
271,Kamada,Daichi Kamada,8,Crystal Palace,MID,i,Injured,0.0,Hamstring injury - Expected back 21 Feb,1166,14,0,2,1,0,141.0,164.6,110.0,41.6,21,0,5,5,408,17,High,77.73333333333333,0,5,1,1,2,2
272,Lerma,Jefferson Lerma Solís,8,Crystal Palace,MID,d,Doubtful,50.0,Head injury - 50% chance of playing,751,7,0,2,4,0,123.0,104.9,72.0,30.0,21,262,2,1,391,17,High,93.875,0,8,0,4,2,2
273,Wharton,Adam Wharton,8,Crystal Palace,MID,a,Available,100.0,,1564,19,0,3,2,0,283.8,425.6,105.0,81.5,21,446,0,1,868,17,High,78.2,1,10,0,2,2,2
274,Agbinone,Asher Agbinone,8,Crystal Palace,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
275,Ahamada,Naouirou Ahamada,8,Crystal Palace,MID,u,Unavailable,0.0,has joined AJ Auxerre permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
276,Devenny,Justin Devenny,8,Crystal Palace,MID,a,Available,100.0,,503,4,1,0,0,0,83.2,92.5,162.0,33.8,21,305,1,2,346,17,High,100.6,0,9,0,0,2,2
277,Ebiowei,Malcolm Ebiowei,8,Crystal Palace,MID,u,Unavailable,0.0,Has joined Blackpool permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
278,J.Rak-Sakyi,Jesurun Rak-Sakyi,8,Crystal Palace,MID,u,Unavailable,0.0,has joined Caykur Rizespor on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
279,M.França,Matheus França de Oliveira,8,Crystal Palace,MID,u,Unavailable,0.0,Has joined CR Vasco da Gama on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
280,Ozoh,David Ozoh,8,Crystal Palace,MID,u,Unavailable,0.0,Has joined Derby County on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
281,Rodney,Kaden Rodney,8,Crystal Palace,MID,a,Available,100.0,,3,0,0,0,0,0,0.0,0.1,0.0,0.0,21,3,9,19,3,17,High,3.0,0,1,1,0,2,2
282,Umeh,Franco Umeh-Chibueze,8,Crystal Palace,MID,u,Unavailable,0.0,has joined Portsmouth permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
283,Mateta,Jean-Philippe Mateta,8,Crystal Palace,FWD,a,Available,100.0,,1730,21,8,0,2,0,387.2,103.6,600.0,108.9,21,432,0,0,771,17,High,78.63636363636364,1,10,0,2,2,2
284,Nketiah,Eddie Nketiah,8,Crystal Palace,FWD,i,Injured,0.0,Hamstring injury - Unknown return date,414,2,2,0,2,0,120.0,84.6,173.0,37.8,21,108,3,4,307,17,High,138.0,0,7,1,2,2,2
285,Édouard,Odsonne Édouard,8,Crystal Palace,FWD,u,Unavailable,0.0,has joined RC Lens permanently.,2,0,0,0,0,0,2.0,0.0,0.0,0.2,21,0,10,19,0,17,High,2.0,0,0,1,0,2,2
286,Marsh,Zach Marsh,8,Crystal Palace,FWD,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
580,Johnson,Brennan Johnson,8,Crystal Palace,MID,a,Available,100.0,,763,8,2,0,4,0,148.4,123.5,153.0,42.4,21,198,3,1,296,17,High,84.77777777777777,0,7,1,4,2,2
690,Cardines,Rio Cardines,8,Crystal Palace,MID,i,Injured,0.0,Groin Injury - Expected back 25 Jan,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
712,Yeremy,Yéremy Pino Santos,8,Crystal Palace,MID,a,Available,100.0,,1347,17,1,1,3,0,196.4,405.3,275.0,87.4,21,418,0,0,818,17,High,74.83333333333333,1,10,0,3,2,2
723,Canvot,Jaydee Canvot,8,Crystal Palace,DEF,a,Available,100.0,,288,2,0,0,0,0,99.0,5.4,10.0,11.5,21,175,4,6,197,17,High,96.0,0,6,1,0,1,2
732,Uche,Christantus Uche,8,Crystal Palace,FWD,a,Available,100.0,,109,0,0,1,0,0,10.8,4.2,65.0,7.7,21,52,3,3,101,17,High,109.0,0,7,1,0,2,2
762,Drakes-Thomas,Joél Drakes-Thomas,8,Crystal Palace,MID,a,Available,100.0,,7,0,0,0,0,0,1.4,1.0,0.0,0.3,21,7,3,2,7,17,High,7.0,0,7,1,0,2,2
773,Benamar,Dean Benamar,8,Crystal Palace,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,4,4,0,17,High,0.0,0,6,1,0,1,2
780,Casey,Ben Casey,8,Crystal Palace,FWD,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,3,3,0,17,High,0.0,0,7,1,0,2,2
793,King,George King,8,Crystal Palace,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,1,1,0,17,High,0.0,0,9,0,0,1,2
242,Dewsbury-Hall,Kiernan Dewsbury-Hall,9,Everton,MID,i,Injured,0.0,Hamstring injury - Unknown return date,1257,15,4,3,5,0,286.8,315.4,189.0,79.1,21,0,5,5,372,17,High,78.5625,0,5,1,5,2,2
287,Pickford,Jordan Pickford,9,Everton,GK,a,Available,100.0,,1890,21,0,0,0,0,505.4,0.1,0.0,50.5,21,450,0,0,900,17,High,85.9090909090909,1,10,0,0,0,2
288,Travers,Mark Travers,9,Everton,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
289,Tyrer,Harry Tyrer,9,Everton,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
290,Branthwaite,Jarrad Branthwaite,9,Everton,DEF,d,Doubtful,50.0,Hamstring injury - 50% chance of playing,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
291,Tarkowski,James Tarkowski,9,Everton,DEF,a,Available,100.0,,1890,21,0,1,4,0,553.0,167.6,162.0,88.5,21,450,0,0,900,17,High,85.9090909090909,1,10,0,4,1,2
292,Mykolenko,Vitalii Mykolenko,9,Everton,DEF,a,Available,100.0,,1615,18,0,0,4,0,295.8,176.5,49.0,52.1,21,450,0,2,900,17,High,85.0,1,10,0,4,1,2
293,O'Brien,Jake O'Brien,9,Everton,DEF,a,Available,100.0,,1758,19,0,1,1,0,312.8,170.0,90.0,57.6,21,450,0,0,890,17,High,87.9,1,10,0,1,1,2
294,Coleman,Séamus Coleman,9,Everton,DEF,i,Injured,0.0,Hamstring injury - Unknown return date,11,1,0,0,0,0,0.0,0.1,0.0,0.0,21,0,9,9,9,17,High,5.5,0,1,1,0,1,2
295,Keane,Michael Keane,9,Everton,DEF,s,Suspended,0.0,Suspended until 31 Jan,1676,19,3,0,0,1,515.4,26.0,178.0,71.8,21,352,2,1,712,17,High,83.8,0,8,0,3,1,2
296,Patterson,Nathan Patterson,9,Everton,DEF,a,Available,100.0,,76,1,0,0,0,0,23.0,1.7,17.0,4.1,21,76,7,17,76,17,High,38.0,0,3,1,0,1,2
297,Dixon,Roman Dixon,9,Everton,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
298,Welch,Reece Welch,9,Everton,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
299,Ndiaye,Iliman Ndiaye,9,Everton,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1343,16,4,2,2,0,341.0,240.2,294.0,87.6,21,0,5,5,429,17,High,79.0,0,5,1,2,2,2
300,McNeil,Dwight McNeil,9,Everton,MID,a,Available,100.0,,480,5,0,1,0,0,66.4,110.2,36.0,21.2,21,389,1,5,429,17,High,80.0,0,9,0,0,2,2
301,Alcaraz,Carlos Alcaraz Durán,9,Everton,MID,i,Injured,0.0,Knock - Unknown return date,656,6,0,1,3,0,79.4,144.0,156.0,38.0,21,142,3,3,414,17,High,93.71428571428571,0,7,1,3,2,2
302,Gana,Idrissa Gana Gueye,9,Everton,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1051,13,2,0,0,1,198.6,112.5,112.0,42.3,21,0,8,5,102,17,High,75.07142857142857,0,2,1,3,2,2
303,Garner,James Garner,9,Everton,MID,a,Available,100.0,,1883,21,2,3,4,0,495.0,433.8,168.0,109.8,21,450,0,0,893,17,High,85.5909090909091,1,10,0,4,2,2
304,Iroegbunam,Tim Iroegbunam,9,Everton,MID,d,Doubtful,75.0,Knock - 75% chance of playing,923,11,0,3,7,0,162.8,79.4,46.0,28.7,21,436,1,2,586,17,High,76.91666666666667,1,9,0,7,2,2
305,Armstrong,Harrison Armstrong,9,Everton,MID,a,Available,100.0,,100,1,0,0,0,0,18.6,17.6,2.0,3.8,21,99,8,17,99,17,High,50.0,0,2,1,0,2,2
306,Bates,Callum Bates,9,Everton,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
307,Ebere,Coby Ebere,9,Everton,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
308,Heath,Isaac Heath,9,Everton,MID,u,Unavailable,0.0,has joined Accrington on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
309,Metcalfe,Jenson Metcalfe,9,Everton,MID,u,Unavailable,0.0,Has joined Bradford City permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
310,Barry,Thierno Barry,9,Everton,FWD,a,Available,100.0,,1098,13,3,0,2,0,133.6,102.1,249.0,47.0,21,345,0,0,718,17,High,78.42857142857143,0,10,0,2,2,2
311,Beto,Norberto Bercique Gomes Betuncal,9,Everton,FWD,a,Available,100.0,,824,8,2,0,1,0,125.8,52.6,289.0,45.3,21,146,0,0,218,17,High,91.55555555555556,0,10,0,1,2,2
312,Y.Chermiti,Youssef Ramalho Chermiti,9,Everton,FWD,u,Unavailable,0.0,has joined Rangers permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
313,Sherif,Martin Sherif,9,Everton,FWD,u,Unavailable,0.0,has joined Rotherham United on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
419,Grealish,Jack Grealish,9,Everton,MID,a,Available,100.0,,1537,17,2,6,3,1,371.0,515.9,381.0,126.8,21,287,1,1,711,17,High,85.38888888888889,0,9,0,6,2,2
630,King,Tom King,9,Everton,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
667,Aznou,Adam Aznou,9,Everton,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
704,Onyango,Tyler Onyango,9,Everton,MID,u,Unavailable,0.0,has joined Stockport County on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,20,0,17,High,0.0,0,0,1,0,2,2
705,Campbell,Elijah Campbell,9,Everton,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,20,0,17,High,0.0,0,0,1,0,1,2
707,Dibling,Tyler Dibling,9,Everton,MID,a,Available,100.0,,319,4,0,0,2,0,40.8,48.7,28.0,11.4,21,237,3,4,257,17,High,63.8,0,7,1,2,2,2
728,Röhl,Merlin Röhl,9,Everton,MID,a,Available,100.0,,263,1,0,0,0,0,50.8,44.0,26.0,12.1,21,172,5,5,172,17,High,131.5,0,5,1,0,2,2
779,Graham,Braiden Graham,9,Everton,FWD,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,3,3,0,17,High,0.0,0,7,1,0,2,2
314,Leno,Bernd Leno,10,Fulham,GK,a,Available,100.0,,1890,21,0,0,3,0,462.6,0.0,0.0,46.1,21,450,0,0,900,17,High,85.9090909090909,1,10,0,3,0,2
315,Benda,Steven Benda,10,Fulham,GK,u,Unavailable,0.0,Has joined Millwall on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
316,Robinson,Antonee Robinson,10,Fulham,DEF,a,Available,100.0,,583,6,0,0,0,0,151.6,190.2,32.0,37.4,21,432,4,9,522,17,High,83.28571428571429,1,6,1,0,1,2
317,Andersen,Joachim Andersen,10,Fulham,DEF,a,Available,100.0,,1751,20,0,0,4,0,497.8,76.1,79.0,65.4,21,450,0,1,900,17,High,83.38095238095238,1,10,0,4,1,2
318,Bassey,Calvin Bassey,10,Fulham,DEF,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1358,15,1,0,3,0,335.2,74.1,54.0,46.5,21,0,5,5,450,17,High,84.875,0,5,1,3,1,2
319,Castagne,Timothy Castagne,10,Fulham,DEF,a,Available,100.0,,764,8,0,1,2,0,150.6,115.5,83.0,35.0,21,227,1,2,367,17,High,84.88888888888889,0,9,0,2,1,2
320,Diop,Issa Diop,10,Fulham,DEF,a,Available,100.0,,410,4,0,0,1,0,70.2,4.3,8.0,8.3,21,187,6,7,187,17,High,82.0,0,4,1,1,1,2
321,J.Cuenca,Jorge Cuenca Barreno,10,Fulham,DEF,a,Available,100.0,,573,7,0,0,3,0,150.4,23.2,6.0,18.0,21,405,5,8,405,17,High,71.625,1,5,1,3,1,2
322,Tete,Kenny Tete,10,Fulham,DEF,i,Injured,0.0,Hamstring injury - Unknown return date,1346,16,1,0,2,0,322.4,137.2,79.0,53.9,21,221,2,3,626,17,High,79.17647058823529,0,8,0,2,1,2
323,Amissah,Samuel Amissah,10,Fulham,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
324,Iwobi,Alex Iwobi,10,Fulham,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1329,16,2,2,2,0,264.8,361.1,146.0,77.3,21,0,5,5,430,17,High,78.17647058823529,0,5,1,2,2,2
325,Smith Rowe,Emile Smith Rowe,10,Fulham,MID,a,Available,100.0,,902,9,3,1,1,0,191.8,194.9,225.0,61.2,21,410,0,0,686,17,High,90.2,1,10,0,1,2,2
326,Adama,Adama Traoré Diarra,10,Fulham,MID,a,Available,100.0,,261,1,0,0,0,0,20.2,61.8,57.0,13.5,21,17,4,3,19,17,High,130.5,0,6,1,0,2,2
327,Andreas,Andreas Hoelgebaum Pereira,10,Fulham,MID,u,Unavailable,0.0,has joined Palmeiras permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
328,Sessegnon,Ryan Sessegnon,10,Fulham,MID,a,Available,100.0,,1123,13,2,2,0,0,253.0,122.5,128.0,50.3,21,17,6,6,287,17,High,80.21428571428571,0,4,1,0,2,2
329,Wilson,Harry Wilson,10,Fulham,MID,a,Available,100.0,,1497,18,7,6,5,0,444.8,319.9,387.0,114.9,21,431,0,1,845,17,High,78.78947368421052,1,10,0,5,2,2
330,Berge,Sander Berge,10,Fulham,MID,a,Available,100.0,,1721,20,0,2,3,0,296.0,239.3,46.0,58.3,21,328,0,0,763,17,High,81.95238095238095,0,10,0,3,2,2
331,Cairney,Tom Cairney,10,Fulham,MID,a,Available,100.0,,397,3,1,0,2,0,75.6,80.5,43.0,20.1,21,199,4,4,201,17,High,99.25,0,6,1,2,2,2
332,Lukić,Saša Lukić,10,Fulham,MID,a,Available,100.0,,1143,14,1,3,5,0,225.4,326.9,102.0,65.4,21,374,1,1,466,17,High,76.2,0,9,0,5,2,2
333,Godo,Martial Godo,10,Fulham,MID,u,Unavailable,0.0,has joined Strasbourg permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
334,Harris,Luke Harris,10,Fulham,MID,u,Unavailable,0.0,Has joined Oxford United on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
335,King,Josh King,10,Fulham,MID,i,Injured,0.0,Knee injury - Unknown return date,863,11,0,1,3,0,104.0,105.2,172.0,37.3,21,33,3,3,204,17,High,71.91666666666667,0,7,1,3,2,2
