id,code,web_name,first_name,second_name,full_name,team_id,team_name,team_short_name,team_strength,position_id,position,status,status_description,chance_of_playing_next,chance_of_playing_this,news,news_added,minutes,starts,expected_starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,influence,creativity,threat,ict_index,now_cost,selected_by_percent,in_dreamteam,fetch_date,current_gameweek,games_played,recent_minutes_last_5,recent_games_last_5,avg_minutes_per_game_last_5,times_unavailable_last_10,max_consecutive_unavailable,total_minutes_last_10,games_started_last_10,workload_trend,total_upcoming_fixtures,next_5_fixtures_count,avg_days_between_fixtures,congestion_level,home_fixtures_upcoming,away_fixtures_upcoming
519,250199,Dominguez,Nicolás,Domínguez,Nicolás Domínguez,16,Nott'm Forest,NFO,3,3,MID,a,Available,100.0,100.0,,2025-07-21T10:00:04.988497Z,244,4,0.55,0,0,1,4,0,0,0,0,1,0,39.2,76.9,7.0,12.4,5.0,0.0,False,2025-12-10 15:30:26,15,15,192,5,38.4,3,5,244,1,increasing,23,5,11.5,Low,12,11
520,243345,O'Brien,Lewis,O'Brien,Lewis O'Brien,16,Nott'm Forest,NFO,3,3,MID,u,Unavailable,0.0,0.0,Has joined Wrexham permanently.,2025-07-25T14:55:12.030109Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,11.5,Low,12,11
521,210462,Sangaré,Ibrahim,Sangaré,Ibrahim Sangaré,16,Nott'm Forest,NFO,3,3,MID,a,Available,100.0,100.0,,,774,10,0.85,1,0,2,13,0,0,0,0,2,0,152.4,56.8,64.0,27.4,4.9,0.1,False,2025-12-10 15:30:26,15,15,332,5,66.4,3,2,423,4,increasing,23,5,11.5,Low,12,11
522,204968,Yates,Ryan,Yates,Ryan Yates,16,Nott'm Forest,NFO,3,3,MID,d,Doubtful,75.0,100.0,Hamstring injury - 75% chance of playing,2025-12-06T20:30:09.569234Z,299,1,0.24,0,1,0,5,0,0,0,0,1,0,64.2,27.0,25.0,11.5,4.7,0.1,False,2025-12-10 15:30:26,15,15,90,5,18.0,2,2,274,2,decreasing,23,5,11.5,Low,12,11
523,569014,Da Silva Moreira,Eric,da Silva Moreira,Eric da Silva Moreira,16,Nott'm Forest,NFO,3,3,MID,u,Unavailable,0.0,0.0,has joined Rio Ave on loan for the rest of the season.,2025-09-02T12:23:02.683095Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,11.5,Low,12,11
524,495161,Stamenic,Marko,Stamenić,Marko Stamenić,16,Nott'm Forest,NFO,3,3,MID,u,Unavailable,0.0,0.0,Has joined Swansea City permanently.,2025-08-20T13:32:34.645399Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,11.5,Low,12,11
525,60689,Wood,Chris,Wood,Chris Wood,16,Nott'm Forest,NFO,3,4,FWD,i,Injured,0.0,0.0,Knee injury - Unknown return date,2025-10-24T09:00:08.418318Z,538,7,2.92,2,0,1,8,0,0,0,0,0,0,77.6,49.6,179.0,29.8,7.2,5.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,7,7,168,2,decreasing,23,5,11.5,Low,12,11
526,482973,Igor Jesus,Igor Jesus,Maciel da Cruz,Igor Jesus Maciel da Cruz,16,Nott'm Forest,NFO,3,4,FWD,a,Available,100.0,100.0,,,665,7,2.58,1,1,2,15,0,0,0,0,0,0,91.8,65.7,258.0,41.0,5.8,1.1,False,2025-12-10 15:30:26,15,15,397,5,79.4,0,1,620,5,increasing,23,5,11.5,Low,12,11
527,210156,Awoniyi,Taiwo,Awoniyi,Taiwo Awoniyi,16,Nott'm Forest,NFO,3,4,FWD,d,Doubtful,25.0,25.0,Lack of match fitness - 25% chance of playing,2025-11-20T17:00:08.462155Z,133,1,0.21,0,0,0,1,0,0,0,0,0,0,11.8,25.7,39.0,7.7,5.2,0.3,False,2025-12-10 15:30:26,15,15,31,1,6.2,6,7,133,0,decreasing,23,5,11.5,Low,12,11
669,456512,Ndoye,Dan,Ndoye,Dan Ndoye,16,Nott'm Forest,NFO,3,3,MID,a,Available,100.0,100.0,,,996,14,2.0,1,2,2,16,0,0,0,0,1,0,141.2,152.2,134.0,42.8,5.5,1.0,False,2025-12-10 15:30:26,15,15,331,5,66.2,1,1,626,6,stable,23,5,11.5,Low,12,11
675,107265,Gunn,Angus,Gunn,Angus Gunn,16,Nott'm Forest,NFO,3,1,GK,i,Injured,0.0,0.0,Knee injury - Unknown return date,2025-10-31T00:00:09.154875Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,1.3,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,11.5,Low,12,11
693,503301,Hutchinson,Omari,Hutchinson,Omari Hutchinson,16,Nott'm Forest,NFO,3,3,MID,a,Available,100.0,100.0,,,382,2,2.58,0,4,1,6,0,0,0,0,0,0,95.4,186.8,113.0,39.1,5.4,0.1,False,2025-12-10 15:30:26,15,14,285,5,57.0,2,2,373,2,increasing,23,5,11.5,Low,12,11
696,465680,Kalimuendo,Arnaud,Kalimuendo,Arnaud Kalimuendo,16,Nott'm Forest,NFO,3,4,FWD,a,Available,100.0,100.0,,,81,0,0.37,0,0,0,3,0,0,0,0,0,0,3.8,17.7,22.0,4.3,6.0,0.1,False,2025-12-10 15:30:26,15,14,15,1,3.0,7,3,17,0,increasing,23,5,11.5,Low,12,11
699,230046,Douglas Luiz,Douglas Luiz,Soares de Paulo,Douglas Luiz Soares de Paulo,16,Nott'm Forest,NFO,3,3,MID,i,Injured,0.0,0.0,Hamstring injury - Unknown return date,2025-11-01T18:30:08.443766Z,185,4,0.5,0,1,0,5,0,0,0,0,1,0,23.2,46.5,10.0,8.0,4.9,0.0,False,2025-12-10 15:30:26,15,14,0,0,0.0,7,5,110,0,decreasing,23,5,11.5,Low,12,11
715,221389,John,John Victor,Maciel Furtado,John Victor Maciel Furtado,16,Nott'm Forest,NFO,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.3,False,2025-12-10 15:30:26,15,12,0,0,0.0,10,12,0,0,stable,23,5,11.5,Low,12,11
716,500151,Savona,Nicolò,Savona,Nicolò Savona,16,Nott'm Forest,NFO,3,2,DEF,a,Available,100.0,100.0,,,744,8,1.49,2,0,2,14,0,0,0,0,1,0,174.0,72.4,88.0,33.5,4.5,0.2,False,2025-12-10 15:30:26,15,12,405,5,81.0,1,2,691,7,increasing,23,5,11.5,Low,12,11
729,560441,Cuiabano,Luis Eduardo,Soares da Silva,Luis Eduardo Soares da Silva,16,Nott'm Forest,NFO,3,2,DEF,u,Unavailable,0.0,0.0,has joined Botafogo on loan for the rest of the season.,2025-09-05T08:56:15.818633Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,12,0,0,0.0,10,12,0,0,stable,23,5,11.5,Low,12,11
734,476887,Bakwa,Dilane,Bakwa,Dilane Bakwa,16,Nott'm Forest,NFO,3,3,MID,d,Doubtful,25.0,25.0,Lack of match fitness - 25% chance of playing,2025-10-24T09:00:08.676633Z,172,2,0.4,0,0,0,4,0,0,0,0,0,0,30.2,73.7,49.0,15.3,5.9,0.0,False,2025-12-10 15:30:26,15,12,0,0,0.0,8,8,84,1,decreasing,23,5,11.5,Low,12,11
528,232571,Patterson,Anthony,Patterson,Anthony Patterson,17,Sunderland,SUN,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
529,74854,Moore,Simon,Moore,Simon Moore,17,Sunderland,SUN,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.4,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
530,490000,Nna Noukeu,Blondy,Nna Noukeu,Blondy Nna Noukeu,17,Sunderland,SUN,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
531,223827,Ballard,Daniel,Ballard,Daniel Ballard,17,Sunderland,SUN,3,2,DEF,a,Available,100.0,100.0,,2025-08-23T22:30:06.243330Z,939,10,1.41,2,1,2,12,0,0,0,0,1,0,336.0,69.8,191.0,59.8,4.6,3.1,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,2,788,8,increasing,23,5,12.2,Low,12,11
532,487676,Hume,Trai,Hume,Trai Hume,17,Sunderland,SUN,3,2,DEF,a,Available,100.0,100.0,,,1271,14,1.17,0,1,4,15,0,0,0,0,3,0,215.4,162.8,59.0,43.8,4.5,0.3,False,2025-12-10 15:30:26,15,15,383,5,76.6,0,0,821,9,stable,23,5,12.2,Low,12,11
533,220684,Alese,Aji,Alese,Aji Alese,17,Sunderland,SUN,3,2,DEF,i,Injured,0.0,0.0,Shoulder injury - Unknown return date,2025-07-21T10:00:05.007315Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
534,232820,Anderson,Joe,Anderson,Joe Anderson,17,Sunderland,SUN,3,2,DEF,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.4,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
535,461195,Cirkin,Dennis,Cirkin,Dennis Cirkin,17,Sunderland,SUN,3,2,DEF,d,Doubtful,25.0,25.0,Lack of match fitness - 25% chance of playing,2025-07-21T10:00:05.027113Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
536,477547,Hjelde,Leo Fuhr,Hjelde,Leo Fuhr Hjelde,17,Sunderland,SUN,3,2,DEF,d,Doubtful,25.0,25.0,Lack of match fitness - 25% chance of playing,2025-07-21T10:00:05.047173Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
537,492066,Huggins,Niall,Huggins,Niall Huggins,17,Sunderland,SUN,3,2,DEF,u,Unavailable,0.0,0.0,has joined Wycombe Wanderers on loan for the rest of the season.,2025-09-02T13:34:00.250364Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
538,514613,Johnson,Zak,Johnson,Zak Johnson,17,Sunderland,SUN,3,2,DEF,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
539,167512,O'Nien,Luke,O'Nien,Luke O'Nien,17,Sunderland,SUN,3,2,DEF,s,Suspended,0.0,100.0,Suspended until 01 Jan,2025-12-06T20:30:09.638471Z,4,0,0.0,0,0,0,0,0,0,0,0,0,1,4.0,0.4,0.0,0.4,4.0,0.1,False,2025-12-10 15:30:26,15,15,4,2,0.8,8,13,4,0,increasing,23,5,12.2,Low,12,11
540,465702,Pembele,Timothée,Pembélé,Timothée Pembélé,17,Sunderland,SUN,3,2,DEF,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.4,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
541,434399,Reinildo,Reinildo,Mandava,Reinildo Mandava,17,Sunderland,SUN,3,2,DEF,d,Doubtful,75.0,100.0,Groin Injury - 75% chance of playing,2025-12-08T10:00:09.870825Z,932,11,0.17,0,1,2,12,0,0,0,0,3,1,166.0,31.4,25.0,22.4,4.0,3.8,False,2025-12-10 15:30:26,15,15,360,4,72.0,4,3,540,6,increasing,23,5,12.2,Low,12,11
542,519634,Seelt,Jenson,Seelt,Jenson Seelt,17,Sunderland,SUN,3,2,DEF,u,Unavailable,0.0,0.0,has joined Wolfsburg on loan for the rest of the season.,2025-09-02T13:40:22.421351Z,133,1,0.01,0,0,0,2,0,0,0,0,0,0,33.6,2.4,0.0,3.6,4.0,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,13,0,0,stable,23,5,12.2,Low,12,11
543,535818,Adingra,Simon,Adingra,Simon Adingra,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,,316,4,0.4,0,1,2,5,0,0,0,0,1,0,28.4,80.1,8.0,11.6,5.0,0.4,False,2025-12-10 15:30:26,15,15,45,3,9.0,5,3,86,0,stable,23,5,12.2,Low,12,11
544,547027,Diarra,Habib,Diarra,Habib Diarra,17,Sunderland,SUN,3,3,MID,i,Injured,0.0,0.0,Groin Injury - Expected back 20 Dec,2025-09-21T22:30:06.402407Z,345,4,0.58,0,1,2,2,0,0,0,0,1,0,10.6,31.0,45.0,8.0,5.3,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,11,0,0,stable,23,5,12.2,Low,12,11
545,124165,Roberts,Patrick,Roberts,Patrick Roberts,17,Sunderland,SUN,3,3,MID,u,Unavailable,0.0,0.0,has joined Birmingham City on loan for the rest of the season.,2025-09-02T13:33:32.438579Z,27,0,0.05,0,0,0,1,0,0,0,0,0,0,1.8,7.3,5.0,1.4,5.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,13,0,0,stable,23,5,12.2,Low,12,11
546,626844,Aleksić,Milan,Aleksić,Milan Aleksić,17,Sunderland,SUN,3,3,MID,u,Unavailable,0.0,0.0,has joined Cracovia on loan for the rest of the season.,2025-09-08T09:11:30.805435Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
547,484420,E.Le Fée,Enzo,Le Fée,Enzo Le Fée,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,2025-09-13T21:30:08.349570Z,1035,12,2.79,2,3,3,14,0,0,0,0,2,0,247.6,252.4,89.0,58.9,4.9,0.5,False,2025-12-10 15:30:26,15,15,406,5,81.2,0,1,824,10,stable,23,5,12.2,Low,12,11
548,461199,Mundle,Romaine,Mundle,Romaine Mundle,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,2025-08-10T23:30:07.214806Z,44,0,0.26,0,0,0,0,0,0,0,0,1,0,1.4,5.3,5.0,1.0,4.9,0.0,False,2025-12-10 15:30:26,15,15,44,2,8.8,8,12,44,0,increasing,23,5,12.2,Low,12,11
549,223336,Neil,Dan,Neil,Dan Neil,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,,2,0,0.0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.2,4.8,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,9,7,1,0,decreasing,23,5,12.2,Low,12,11
550,215460,Poveda,Ian,Poveda-Ocampo,Ian Poveda-Ocampo,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.8,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
551,554197,Rigg,Chris,Rigg,Chris Rigg,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,,186,3,0.18,0,0,1,0,0,0,0,0,0,0,9.0,25.6,7.0,4.3,4.8,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,7,6,148,1,decreasing,23,5,12.2,Low,12,11
552,577669,Sadiki,Noah,Sadiki,Noah Sadiki,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,2025-10-14T21:30:07.514008Z,1324,15,0.97,0,0,4,17,0,0,0,0,4,0,150.8,150.5,37.0,33.9,5.0,0.1,False,2025-12-10 15:30:26,15,15,431,5,86.2,0,0,881,10,stable,23,5,12.2,Low,12,11
553,549912,Talbi,Chemsdine,Talbi,Chemsdine Talbi,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,,799,8,1.57,2,2,4,8,0,0,0,0,0,0,126.8,120.1,117.0,35.9,5.0,0.2,False,2025-12-10 15:30:26,15,15,238,5,47.6,0,0,414,3,increasing,23,5,12.2,Low,12,11
554,477851,Ba,Abdoullah,Ba,Abdoullah Ba,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.5,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
555,171422,Browne,Alan,Browne,Alan Browne,17,Sunderland,SUN,3,3,MID,u,Unavailable,0.0,0.0,has joined Middlesbrough on loan for the rest of the season.,2025-09-02T13:31:41.354124Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
556,458297,Ekwah,Pierre,Ekwah Elimby,Pierre Ekwah Elimby,17,Sunderland,SUN,3,3,MID,u,Unavailable,0.0,0.0,Has joined AS Saint-Etienne permanently.,2025-08-14T14:03:00.702056Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
557,547410,H.Jones,Harrison,Jones,Harrison Jones,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
558,493837,Matete,Jay,Matete,Jay Matete,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
559,500696,Triantis,Nectarios,Triantis,Nectarios Triantis,17,Sunderland,SUN,3,3,MID,u,Unavailable,0.0,0.0,has joined Minnesota United permanently.,2025-09-22T21:19:57.157510Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
560,437505,Isidor,Wilson,Isidor,Wilson Isidor,17,Sunderland,SUN,3,4,FWD,a,Available,100.0,100.0,,,878,11,3.28,4,0,4,13,0,0,0,0,0,0,150.0,20.3,287.0,45.6,5.5,2.7,False,2025-12-10 15:30:26,15,15,270,5,54.0,0,0,643,7,stable,23,5,12.2,Low,12,11
561,564406,Mayenda,Eliezer,Mayenda Dossou,Eliezer Mayenda Dossou,17,Sunderland,SUN,3,4,FWD,a,Available,100.0,100.0,,,261,3,0.53,1,0,2,1,0,0,0,0,0,0,48.2,24.6,52.0,12.3,5.3,0.6,False,2025-12-10 15:30:26,15,15,4,2,0.8,6,3,50,0,decreasing,23,5,12.2,Low,12,11
562,611975,Abdullahi,Ahmed,Abdullahi,Ahmed Abdullahi,17,Sunderland,SUN,3,4,FWD,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.4,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
563,551153,Luís Hemir,Luís Hemir,Silva Semedo,Luís Hemir Silva Semedo,17,Sunderland,SUN,3,4,FWD,u,Unavailable,0.0,0.0,has joined Moreirense on loan for the rest of the season.,2025-09-22T21:17:57.534387Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
564,440955,Rusyn,Nazarii,Rusyn,Nazarii Rusyn,17,Sunderland,SUN,3,4,FWD,u,Unavailable,0.0,0.0,has joined Arka on loan for the rest of the season.,2025-09-05T08:56:38.449926Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.2,Low,12,11
668,84450,Xhaka,Granit,Xhaka,Granit Xhaka,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,,1332,15,1.8,1,4,4,17,0,0,0,0,4,0,388.8,289.8,63.0,74.1,5.2,6.5,False,2025-12-10 15:30:26,15,15,432,5,86.4,0,0,882,10,stable,23,5,12.2,Low,12,11
670,498016,Roefs,Robin,Roefs,Robin Roefs,17,Sunderland,SUN,3,1,GK,a,Available,100.0,100.0,,,1350,15,0.03,0,0,4,17,0,1,0,53,2,0,442.8,40.0,0.0,48.2,4.7,8.0,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,12.2,Low,12,11
678,105717,Masuaku,Arthur,Masuaku,Arthur Masuaku,17,Sunderland,SUN,3,2,DEF,a,Available,100.0,100.0,,2025-08-11T13:51:46.232630Z,125,2,0.15,0,0,0,2,0,0,0,0,1,0,21.8,20.1,7.0,4.9,3.9,0.7,False,2025-12-10 15:30:26,15,15,0,0,0.0,8,8,115,0,decreasing,23,5,12.2,Low,12,11
683,201895,Alderete,Omar,Alderete,Omar Alderete,17,Sunderland,SUN,3,2,DEF,a,Available,100.0,100.0,,2025-10-23T13:30:08.702646Z,937,10,1.22,1,1,3,12,0,0,0,0,2,0,293.0,45.9,118.0,45.8,4.0,4.2,False,2025-12-10 15:30:26,15,15,270,3,54.0,4,4,540,6,stable,23,5,12.2,Low,12,11
694,200834,Mukiele,Nordi,Mukiele,Nordi Mukiele,17,Sunderland,SUN,3,2,DEF,a,Available,100.0,100.0,,,1170,13,1.58,1,1,3,15,1,0,0,0,2,0,296.4,107.8,67.0,47.1,4.2,5.8,False,2025-12-10 15:30:26,15,14,450,5,90.0,0,1,900,10,stable,23,5,12.2,Low,12,11
724,247955,Geertruida,Lutsharel,Geertruida,Lutsharel Geertruida,17,Sunderland,SUN,3,2,DEF,a,Available,100.0,100.0,,,532,5,0.64,0,0,0,9,0,0,0,0,0,0,105.6,30.7,26.0,16.3,4.5,0.0,False,2025-12-10 15:30:26,15,12,281,5,56.2,0,0,517,5,stable,23,5,12.2,Low,12,11
730,441264,Brobbey,Brian,Brobbey,Brian Brobbey,17,Sunderland,SUN,3,4,FWD,a,Available,100.0,100.0,,,254,1,0.31,2,1,1,3,0,0,0,0,0,0,101.2,13.8,61.0,17.6,5.5,0.2,False,2025-12-10 15:30:26,15,12,175,5,35.0,1,1,233,1,increasing,23,5,12.2,Low,12,11
735,110504,Traoré,Bertrand,Traoré,Bertrand Traoré,17,Sunderland,SUN,3,3,MID,a,Available,100.0,100.0,,,538,8,0.7,1,1,2,9,0,0,0,0,1,0,113.0,94.3,135.0,34.3,5.5,0.1,False,2025-12-10 15:30:26,15,12,243,4,48.6,1,2,538,6,stable,23,5,12.2,Low,12,11
565,184254,Vicario,Guglielmo,Vicario,Guglielmo Vicario,18,Spurs,TOT,3,1,GK,a,Available,100.0,100.0,,,1350,15,0.01,0,0,5,18,0,0,0,44,0,0,366.8,0.1,0.0,36.7,4.9,8.1,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,13.0,Low,11,12
566,214572,Austin,Brandon,Austin,Brandon Austin,18,Spurs,TOT,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.3,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,13.0,Low,11,12
567,485055,Kinsky,Antonín,Kinský,Antonín Kinský,18,Spurs,TOT,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,1.8,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,13.0,Low,11,12
568,441164,Pedro Porro,Pedro,Porro Sauceda,Pedro Porro Sauceda,18,Spurs,TOT,3,2,DEF,a,Available,100.0,100.0,,,1145,13,1.98,0,2,5,12,0,0,0,0,3,0,254.2,301.2,44.0,60.1,5.3,14.5,False,2025-12-10 15:30:26,15,15,348,5,69.6,0,0,717,8,stable,23,5,13.0,Low,11,12
569,221632,Romero,Cristian,Romero,Cristian Romero,18,Spurs,TOT,3,2,DEF,a,Available,100.0,100.0,,2025-11-24T11:30:07.057126Z,1007,11,1.02,2,1,4,12,0,0,0,0,7,0,320.0,51.3,113.0,48.3,5.0,4.1,False,2025-12-10 15:30:26,15,15,347,4,69.4,3,2,557,6,increasing,23,5,13.0,Low,11,12
570,135720,Danso,Kevin,Danso,Kevin Danso,18,Spurs,TOT,3,2,DEF,a,Available,100.0,100.0,,,491,6,0.12,0,0,1,10,0,0,0,0,3,0,141.8,6.8,8.0,15.7,4.3,0.1,False,2025-12-10 15:30:26,15,15,236,5,47.2,1,2,480,4,stable,23,5,13.0,Low,11,12
571,115556,Davies,Ben,Davies,Ben Davies,18,Spurs,TOT,3,2,DEF,a,Available,100.0,100.0,,2025-10-14T13:00:06.756853Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,13.0,Low,11,12
572,493125,Dragusin,Radu,Drăgușin,Radu Drăgușin,18,Spurs,TOT,3,2,DEF,d,Doubtful,75.0,75.0,Lack of match fitness - 75% chance of playing,2025-07-21T10:00:05.088977Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,13.0,Low,11,12
573,232859,Spence,Djed,Spence,Djed Spence,18,Spurs,TOT,3,2,DEF,a,Available,100.0,100.0,,,925,11,0.88,0,0,5,11,0,0,0,0,2,0,113.4,73.9,55.0,24.0,4.3,1.2,False,2025-12-10 15:30:26,15,15,257,3,51.4,3,2,584,7,stable,23,5,13.0,Low,11,12
