id,code,web_name,first_name,second_name,full_name,team_id,team_name,team_short_name,team_strength,position_id,position,status,status_description,chance_of_playing_next,chance_of_playing_this,news,news_added,minutes,starts,expected_starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,influence,creativity,threat,ict_index,now_cost,selected_by_percent,in_dreamteam,fetch_date,current_gameweek,games_played,recent_minutes_last_5,recent_games_last_5,avg_minutes_per_game_last_5,times_unavailable_last_10,max_consecutive_unavailable,total_minutes_last_10,games_started_last_10,workload_trend,total_upcoming_fixtures,next_5_fixtures_count,avg_days_between_fixtures,congestion_level,home_fixtures_upcoming,away_fixtures_upcoming
115,612534,Fredrick,Benjamin,Fredrick,Benjamin Fredrick,5,Brentford,BRE,3,2,DEF,u,Unavailable,0.0,0.0,has joined Dender on loan for the rest of the season.,2025-09-22T21:16:59.169077Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,9.8,Low,12,11
116,472713,Hickey,Aaron,Hickey,Aaron Hickey,5,Brentford,BRE,3,2,DEF,a,Available,100.0,100.0,,2025-10-16T08:00:09.344205Z,350,4,0.51,0,0,1,5,0,0,0,0,1,0,45.8,8.0,35.0,8.9,4.0,0.4,False,2025-12-10 15:30:26,15,15,166,4,33.2,4,3,330,4,stable,23,5,9.8,Low,12,11
117,570241,Ji-soo,Kim,Ji-soo,Kim Ji-soo,5,Brentford,BRE,3,2,DEF,u,Unavailable,0.0,0.0,has joined Kaiserslautern on loan for the rest of the season.,2025-09-22T21:16:59.154227Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,9.8,Low,12,11
118,499717,Meghoma,Jayden,Meghoma,Jayden Meghoma,5,Brentford,BRE,3,2,DEF,u,Unavailable,0.0,0.0,Has joined Rangers on loan for the rest of the season.,2025-08-19T13:37:28.261506Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,9.8,Low,12,11
120,513418,Schade,Kevin,Schade,Kevin Schade,5,Brentford,BRE,3,3,MID,s,Suspended,0.0,100.0,Suspended until 20 Dec,2025-12-06T20:00:08.974964Z,1233,14,4.3,3,2,3,17,0,0,1,0,5,0,233.0,192.9,306.0,73.3,7.0,0.8,False,2025-12-10 15:30:26,15,15,403,5,80.6,0,0,841,9,stable,23,5,9.8,Low,12,11
121,440089,Damsgaard,Mikkel,Damsgaard,Mikkel Damsgaard,5,Brentford,BRE,3,3,MID,a,Available,100.0,100.0,,,973,12,2.85,1,1,2,16,0,0,0,0,0,0,204.6,314.3,114.0,63.3,5.8,0.6,False,2025-12-10 15:30:26,15,15,341,5,68.2,0,1,707,9,stable,23,5,9.8,Low,12,11
122,543295,Milambo,Antoni,Milambo,Antoni Milambo,5,Brentford,BRE,3,3,MID,i,Injured,0.0,0.0,Knee injury - Expected back 01 Jun,2025-10-16T08:00:09.362049Z,45,1,0.01,0,0,0,3,0,0,0,0,0,0,4.0,1.8,0.0,0.6,5.2,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,14,0,0,stable,23,5,9.8,Low,12,11
123,244858,Carvalho,Fábio,Freitas Gouveia Carvalho,Fábio Freitas Gouveia Carvalho,5,Brentford,BRE,3,3,MID,i,Injured,0.0,0.0,Anterior cruciate ligament - Unknown return date,2025-11-28T19:00:08.330112Z,100,1,0.73,1,0,0,4,0,0,0,0,0,0,39.0,6.5,36.0,8.1,4.8,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,8,5,5,0,decreasing,23,5,9.8,Low,12,11
124,56979,Henderson,Jordan,Henderson,Jordan Henderson,5,Brentford,BRE,3,3,MID,a,Available,100.0,100.0,,,1128,13,1.28,0,3,3,18,0,0,0,0,3,0,201.4,217.2,17.0,43.5,5.0,0.4,False,2025-12-10 15:30:26,15,15,389,5,77.8,0,0,806,9,stable,23,5,9.8,Low,12,11
125,204580,Janelt,Vitaly,Janelt,Vitaly Janelt,5,Brentford,BRE,3,3,MID,a,Available,100.0,100.0,,2025-08-09T14:00:04.867824Z,229,1,0.66,0,0,0,4,0,0,0,0,1,0,33.8,65.9,27.0,12.5,4.9,0.0,False,2025-12-10 15:30:26,15,15,90,4,18.0,1,4,213,2,stable,23,5,9.8,Low,12,11
126,207283,Jensen,Mathias,Jensen,Mathias Jensen,5,Brentford,BRE,3,3,MID,a,Available,100.0,100.0,,,397,4,0.83,2,0,0,8,0,0,0,0,0,0,118.8,77.8,42.0,23.8,4.9,0.1,False,2025-12-10 15:30:26,15,15,189,5,37.8,0,1,246,2,increasing,23,5,9.8,Low,12,11
127,626464,Nunes,Gustavo,Nunes Fernandes Gomes,Gustavo Nunes Fernandes Gomes,5,Brentford,BRE,3,3,MID,a,Available,100.0,100.0,,2025-08-09T14:00:04.884092Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,9.8,Low,12,11
128,428580,Onyeka,Frank,Onyeka,Frank Onyeka,5,Brentford,BRE,3,3,MID,a,Available,100.0,100.0,,,88,0,0.36,0,2,0,2,0,0,0,0,0,0,28.4,13.6,4.0,4.6,4.8,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,7,6,27,0,decreasing,23,5,9.8,Low,12,11
129,508395,Yarmoliuk,Yehor,Yarmoliuk,Yehor Yarmoliuk,5,Brentford,BRE,3,3,MID,a,Available,100.0,100.0,,2025-10-25T23:00:07.803030Z,1117,14,0.8,0,1,2,20,0,0,0,0,3,0,154.4,106.9,45.0,30.5,5.0,0.1,False,2025-12-10 15:30:26,15,15,332,5,66.4,0,0,679,8,stable,23,5,9.8,Low,12,11
130,606689,Donovan,Romelle,Donovan,Romelle Donovan,5,Brentford,BRE,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,9.8,Low,12,11
131,628204,Konak,Yunus Emre,Konak,Yunus Emre Konak,5,Brentford,BRE,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,9.8,Low,12,11
132,220695,Maghoma,Paris,Maghoma,Paris Maghoma,5,Brentford,BRE,3,3,MID,a,Available,100.0,100.0,,2025-08-14T16:00:05.924672Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,9.8,Low,12,11
133,450539,Peart-Harris,Myles,Peart-Harris,Myles Peart-Harris,5,Brentford,BRE,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,9.8,Low,12,11
134,591357,Trevitt,Ryan,Trevitt,Ryan Trevitt,5,Brentford,BRE,3,3,MID,u,Unavailable,0.0,0.0,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,9.8,Low,12,11
136,502500,Thiago,Igor Thiago,Nascimento Rodrigues,Igor Thiago Nascimento Rodrigues,5,Brentford,BRE,3,4,FWD,a,Available,100.0,100.0,,,1221,14,9.31,11,0,2,22,0,0,1,0,3,0,463.2,118.5,509.0,109.1,7.0,32.3,True,2025-12-10 15:30:26,15,15,390,5,78.0,0,0,816,9,stable,23,5,9.8,Low,12,11
137,533710,Morgan,Iwan,Morgan,Iwan Morgan,5,Brentford,BRE,3,4,FWD,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.4,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,9.8,Low,12,11
748,183656,Dasilva,Josh,Dasilva,Josh Dasilva,5,Brentford,BRE,3,3,MID,i,Injured,0.0,0.0,Knee injury - Expected back 01 Jan,2025-11-20T12:00:10.592439Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,False,2025-12-10 15:30:26,15,5,0,0,0.0,5,5,0,0,insufficient_data,23,5,9.8,Low,12,11
138,49262,Steele,Jason,Steele,Jason Steele,6,Brighton,BHA,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.3,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
139,489639,Verbruggen,Bart,Verbruggen,Bart Verbruggen,6,Brighton,BHA,3,1,GK,a,Available,100.0,100.0,,,1350,15,0.01,0,0,3,21,1,1,0,41,2,0,378.6,10.0,0.0,38.8,4.4,5.0,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,12.0,Low,11,12
140,209288,McGill,Tom,McGill,Tom McGill,6,Brighton,BHA,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.3,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
141,472739,Rushworth,Carl,Rushworth,Carl Rushworth,6,Brighton,BHA,3,1,GK,u,Unavailable,0.0,0.0,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
142,240514,Scherpen,Kjell,Scherpen,Kjell Scherpen,6,Brighton,BHA,3,1,GK,u,Unavailable,0.0,0.0,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
143,204120,Boscagli,Olivier,Boscagli,Olivier Boscagli,6,Brighton,BHA,3,2,DEF,a,Available,100.0,100.0,,,52,1,0.09,0,0,0,1,0,0,0,0,1,0,15.6,7.9,2.0,2.6,4.2,0.1,False,2025-12-10 15:30:26,15,15,52,2,10.4,8,11,52,0,increasing,23,5,12.0,Low,11,12
144,550090,Coppola,Diego,Coppola,Diego Coppola,6,Brighton,BHA,3,2,DEF,a,Available,100.0,100.0,,,17,0,0.0,0,0,0,1,0,0,0,0,0,0,7.8,0.1,0.0,0.8,4.2,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,9,7,1,0,decreasing,23,5,12.0,Low,11,12
145,465730,De Cuyper,Maxim,De Cuyper,Maxim De Cuyper,6,Brighton,BHA,3,2,DEF,a,Available,100.0,100.0,,2025-09-13T21:30:07.998380Z,700,8,2.85,2,0,2,12,0,0,0,0,1,0,169.8,244.5,105.0,52.0,4.3,2.0,False,2025-12-10 15:30:26,15,15,294,5,58.8,1,1,431,3,increasing,23,5,12.0,Low,11,12
146,83299,Dunk,Lewis,Dunk,Lewis Dunk,6,Brighton,BHA,3,2,DEF,a,Available,100.0,100.0,,,1305,14,0.69,0,1,3,20,0,0,0,0,4,0,251.4,41.0,62.0,35.6,4.5,1.1,False,2025-12-10 15:30:26,15,15,405,5,81.0,0,0,855,9,stable,23,5,12.0,Low,11,12
147,204214,Estupiñan,Pervis,Estupiñán Tenorio,Pervis Estupiñán Tenorio,6,Brighton,BHA,3,2,DEF,u,Unavailable,0.0,0.0,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
148,231416,F.Kadıoğlu,Ferdi,Kadıoğlu,Ferdi Kadıoğlu,6,Brighton,BHA,3,2,DEF,a,Available,100.0,100.0,,,1062,11,1.51,0,0,3,16,0,0,0,0,4,0,153.0,101.6,75.0,33.2,4.4,0.2,False,2025-12-10 15:30:26,15,15,418,5,83.6,0,1,868,10,stable,23,5,12.0,Low,11,12
150,232792,Lamptey,Tariq,Lamptey,Tariq Lamptey,6,Brighton,BHA,3,2,DEF,u,Unavailable,0.0,0.0,has joined Fiorentina permanently.,2025-09-02T12:06:29.254107Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
151,469142,Van Hecke,Jan Paul,van Hecke,Jan Paul van Hecke,6,Brighton,BHA,3,2,DEF,a,Available,100.0,100.0,,,1350,15,2.27,3,1,3,21,1,0,0,0,3,0,465.2,79.3,178.0,72.5,4.5,3.3,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,12.0,Low,11,12
152,111478,Veltman,Joël,Veltman,Joël Veltman,6,Brighton,BHA,3,2,DEF,a,Available,100.0,100.0,,2025-10-02T13:00:07.706508Z,358,4,0.01,0,0,0,7,0,0,0,0,3,0,79.6,21.1,6.0,10.8,4.3,0.1,False,2025-12-10 15:30:26,15,15,34,4,6.8,5,4,88,0,decreasing,23,5,12.0,Low,11,12
153,110735,Webster,Adam,Webster,Adam Webster,6,Brighton,BHA,3,2,DEF,i,Injured,0.0,0.0,Knee injury - Unknown return date,2025-08-08T14:30:04.202011Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
154,439135,Cashin,Eiran,Cashin,Eiran Cashin,6,Brighton,BHA,3,2,DEF,u,Unavailable,0.0,0.0,Has joined Birmingham on loan for the rest of the season.,2025-07-28T11:50:54.390347Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
155,589100,Slater,Jacob,Slater,Jacob Slater,6,Brighton,BHA,3,2,DEF,u,Unavailable,0.0,0.0,has joined Harrogate Town on loan until January.,2025-09-22T21:52:58.462370Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
156,547720,Tasker,Charlie,Tasker,Charlie Tasker,6,Brighton,BHA,3,2,DEF,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
157,451340,Mitoma,Mitoma,Kaoru,Mitoma Kaoru,6,Brighton,BHA,3,3,MID,d,Doubtful,50.0,50.0,Ankle injury - 50% chance of playing,2025-10-02T13:00:07.769683Z,508,6,1.05,1,1,1,8,0,0,0,0,1,0,88.4,95.8,88.0,26.9,6.1,1.8,False,2025-12-10 15:30:26,15,15,0,0,0.0,9,9,66,1,decreasing,23,5,12.0,Low,11,12
158,463067,Georginio,Georginio,Rutter,Georginio Rutter,6,Brighton,BHA,3,3,MID,a,Available,100.0,75.0,,2025-11-30T22:30:09.146377Z,911,11,2.95,1,4,4,9,0,0,0,0,2,0,161.0,150.6,231.0,54.3,5.6,0.3,False,2025-12-10 15:30:26,15,15,307,4,61.4,1,1,674,7,stable,23,5,12.0,Low,11,12
159,109345,March,Solly,March,Solly March,6,Brighton,BHA,3,3,MID,i,Injured,0.0,0.0,Knee injury - Unknown return date,2025-08-10T18:00:05.450301Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.8,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
160,592031,Minteh,Yankuba,Minteh,Yankuba Minteh,6,Brighton,BHA,3,3,MID,a,Available,100.0,100.0,,,1281,15,4.69,1,7,5,18,0,0,0,0,0,0,259.4,382.1,336.0,98.0,6.3,9.3,False,2025-12-10 15:30:26,15,15,422,5,84.4,0,0,868,10,stable,23,5,12.0,Low,11,12
161,474120,Enciso,Julio,Enciso Espínola,Julio Enciso Espínola,6,Brighton,BHA,3,3,MID,u,Unavailable,0.0,0.0,has joined Strasbourg permanently.,2025-08-10T18:00:05.470138Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
162,513433,Gruda,Brajan,Gruda,Brajan Gruda,6,Brighton,BHA,3,3,MID,a,Available,100.0,100.0,,2025-10-16T12:30:10.115478Z,319,3,2.28,1,1,0,7,0,0,0,0,1,0,87.8,102.7,104.0,29.4,5.4,0.1,False,2025-12-10 15:30:26,15,15,101,4,20.2,4,4,193,2,stable,23,5,12.0,Low,11,12
163,532529,Hinshelwood,Jack,Hinshelwood,Jack Hinshelwood,6,Brighton,BHA,3,3,MID,a,Available,100.0,100.0,,2025-09-13T21:30:08.019508Z,257,2,0.52,1,2,0,7,0,0,0,0,0,0,81.0,42.8,31.0,15.6,5.1,0.0,False,2025-12-10 15:30:26,15,15,150,4,30.0,6,7,150,1,increasing,23,5,12.0,Low,11,12
164,219249,O'Riley,Matt,O'Riley,Matt O'Riley,6,Brighton,BHA,3,3,MID,u,Unavailable,0.0,0.0,has joined Marseille on loan for the rest of the season.,2025-09-02T12:06:29.272628Z,177,2,1.38,1,0,1,2,0,0,0,0,0,0,60.8,66.6,63.0,19.0,5.5,0.4,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,13,0,0,stable,23,5,12.0,Low,11,12
165,516211,Sima,Abdallah,Sima,Abdallah Sima,6,Brighton,BHA,3,3,MID,u,Unavailable,0.0,0.0,has joined Lens permanently.,2025-09-02T12:06:29.290672Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
166,509416,Ayari,Yasin,Ayari,Yasin Ayari,6,Brighton,BHA,3,3,MID,d,Doubtful,75.0,75.0,Muscle injury - 75% chance of playing,2025-12-04T09:30:08.531025Z,1051,11,1.67,1,0,3,13,0,0,0,0,0,0,154.4,150.0,111.0,41.6,4.9,0.2,False,2025-12-10 15:30:26,15,15,270,3,54.0,2,2,689,7,decreasing,23,5,12.0,Low,11,12
167,535301,Baleba,Carlos,Baleba,Carlos Baleba,6,Brighton,BHA,3,3,MID,a,Available,100.0,100.0,,,831,13,0.38,0,0,4,11,0,0,0,0,4,0,58.4,65.1,11.0,13.4,4.6,1.8,False,2025-12-10 15:30:26,15,15,261,5,52.2,0,0,590,5,stable,23,5,12.0,Low,11,12
169,514254,Gomez,Diego,Gómez Amarilla,Diego Gómez Amarilla,6,Brighton,BHA,3,3,MID,a,Available,100.0,100.0,,2025-10-16T12:30:10.190452Z,870,10,3.2,2,0,3,13,0,0,0,0,4,0,209.2,168.2,223.0,60.1,4.9,0.2,False,2025-12-10 15:30:26,15,15,416,5,83.2,0,1,721,8,increasing,23,5,12.0,Low,11,12
170,15157,Milner,James,Milner,James Milner,6,Brighton,BHA,3,3,MID,i,Injured,0.0,0.0,Muscle injury - Unknown return date,2025-10-28T21:00:08.282346Z,187,1,1.19,1,1,0,7,0,0,0,0,1,0,79.6,71.2,17.0,16.8,4.9,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,7,6,63,0,decreasing,23,5,12.0,Low,11,12
171,441192,Sarmiento,Jeremy,Sarmiento Morante,Jeremy Sarmiento Morante,6,Brighton,BHA,3,3,MID,u,Unavailable,0.0,0.0,has joined Cremonese on loan for the rest of the season.,2025-09-02T12:06:29.308383Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
172,549074,Watson,Tom,Watson,Tom Watson,6,Brighton,BHA,3,3,MID,a,Available,100.0,100.0,,2025-08-10T18:00:05.491553Z,40,0,0.05,0,0,0,2,0,0,0,0,0,0,5.6,1.3,7.0,1.4,4.8,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,8,8,40,0,decreasing,23,5,12.0,Low,11,12
173,467779,Wieffer,Mats,Wieffer,Mats Wieffer,6,Brighton,BHA,3,3,MID,a,Available,100.0,100.0,,2025-09-01T10:30:07.953121Z,999,11,2.08,0,4,3,14,0,0,0,0,4,0,265.2,180.3,106.0,55.3,4.9,0.4,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,2,820,9,stable,23,5,12.0,Low,11,12
174,611695,Yalcouye,Malick,Yalcouyé,Malick Yalcouyé,6,Brighton,BHA,3,3,MID,u,Unavailable,0.0,0.0,Has joined Swansea City on loan for the rest of the season.,2025-08-15T12:03:00.771795Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
175,567121,Knight,Joe,Knight,Joe Knight,6,Brighton,BHA,3,3,MID,a,Available,100.0,100.0,,,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,9,9,1,0,decreasing,23,5,12.0,Low,11,12
176,550141,Mazilu,Adrian,Mazilu,Adrian Mazilu,6,Brighton,BHA,3,3,MID,u,Unavailable,0.0,0.0,has joined Dinamo Bucharest permanently.,2025-09-22T21:46:15.598017Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
177,513834,Moran,Andrew,Moran,Andrew Moran,6,Brighton,BHA,3,3,MID,u,Unavailable,0.0,0.0,Has joined Los Angeles FC on loan for the rest of the season.,2025-08-22T14:16:38.542849Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
178,50175,Welbeck,Danny,Welbeck,Danny Welbeck,6,Brighton,BHA,3,4,FWD,a,Available,100.0,100.0,,,976,11,6.13,7,0,3,16,0,0,1,0,2,0,265.4,136.2,287.0,68.4,6.6,9.9,False,2025-12-10 15:30:26,15,15,351,5,70.2,0,0,724,8,stable,23,5,12.0,Low,11,12
179,487117,Ferguson,Evan,Ferguson,Evan Ferguson,6,Brighton,BHA,3,4,FWD,u,Unavailable,0.0,0.0,Has joined AS Roma on loan for the rest of the season,2025-07-24T10:13:22.396984Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
180,608181,Tzimas,Stefanos,Tzimas,Stefanos Tzimas,6,Brighton,BHA,3,4,FWD,i,Injured,0.0,0.0,Knee injury - Unknown return date,2025-12-04T09:00:09.057817Z,132,1,0.55,1,1,0,2,0,0,0,0,0,0,66.6,65.7,44.0,17.7,5.3,0.1,False,2025-12-10 15:30:26,15,15,53,3,10.6,2,3,109,0,stable,23,5,12.0,Low,11,12
181,647850,Kostoulas,Charalampos,Kostoulas,Charalampos Kostoulas,6,Brighton,BHA,3,4,FWD,a,Available,100.0,100.0,,,60,0,0.61,1,0,0,3,0,0,0,0,0,0,49.4,33.7,99.0,18.2,4.8,0.3,False,2025-12-10 15:30:26,15,15,46,3,9.2,4,7,60,0,increasing,23,5,12.0,Low,11,12
744,556637,Oriola,Nehemiah,Oriola,Nehemiah Oriola,6,Brighton,BHA,3,3,MID,a,Available,100.0,100.0,,,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,8,0,0,0.0,7,5,1,0,insufficient_data,23,5,12.0,Low,11,12
168,536916,Buonanotte,Facundo,Buonanotte,Facundo Buonanotte,7,Chelsea,CHE,3,3,MID,a,Available,100.0,100.0,,2025-09-21T22:30:05.997985Z,45,1,0.09,0,0,0,1,0,0,0,0,0,0,5.6,25.1,8.0,3.9,4.6,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,11,0,0,stable,23,5,12.0,Low,12,11
220,215059,Sánchez,Robert,Lynch Sánchez,Robert Lynch Sánchez,7,Chelsea,CHE,3,1,GK,a,Available,100.0,100.0,,,1264,15,0.02,0,0,7,15,0,0,0,30,1,1,259.2,30.0,0.0,28.8,4.8,14.3,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,12.0,Low,12,11
221,508479,Jörgensen,Filip,Jörgensen,Filip Jörgensen,7,Chelsea,CHE,3,1,GK,a,Available,100.0,100.0,,,84,0,0.0,0,0,0,2,0,0,0,1,0,0,9.4,0.0,0.0,0.9,4.3,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,10,0,0,stable,23,5,12.0,Low,12,11
222,549939,Penders,Mike,Penders,Mike Penders,7,Chelsea,CHE,3,1,GK,u,Unavailable,0.0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,2025-07-28T11:48:06.001822Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
223,471798,Slonina,Gabriel,Słonina,Gabriel Słonina,7,Chelsea,CHE,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
224,179268,Cucurella,Marc,Cucurella Saseta,Marc Cucurella Saseta,7,Chelsea,CHE,3,2,DEF,a,Available,100.0,100.0,,,1256,14,2.53,0,2,7,14,0,0,0,0,3,0,255.0,276.1,103.0,63.4,6.2,23.1,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,12.0,Low,12,11
225,225796,James,Reece,James,Reece James,7,Chelsea,CHE,3,2,DEF,a,Available,100.0,100.0,,2025-10-13T09:30:08.256625Z,931,10,2.18,1,4,4,10,0,0,0,0,2,0,252.2,260.6,56.0,57.0,5.6,8.5,False,2025-12-10 15:30:26,15,15,238,4,47.6,1,1,688,7,decreasing,23,5,12.0,Low,12,11
